date,day_open,day_high,day_low,day_close,first_time,last_time,bars,next_date,three_open,three_high,three_low,three_close,three_color,three_body_pts,three_body_pct,three_range_pts,three_close_location,three_fifteen_open,three_fifteen_high,three_fifteen_low,three_fifteen_close,three_fifteen_color,three_fifteen_body_pts,three_fifteen_body_pct,three_fifteen_range_pts,three_fifteen_close_location,next_day_open,next_day_high,next_day_low,next_day_close,next_first_time,next_last_time,next_bars,late_2bar_color_combo,late_2bar_pts,late_2bar_pct,late_2bar_dir,three_to_315_followthrough,gap_pts,gap_pct,gap_dir,gap_bucket,next_intraday_pts,next_intraday_pct,next_intraday_dir,next_total_pts,next_total_pct,next_total_dir,next_open_vs_three_close_pct,next_close_vs_three_close_pct,next_close_vs_three_close_dir,three_close_touched_next_day,three_close_first_touch_time,three_close_first_touch_bar_number,three_close_touch_bar_close,three_close_touch_bar_close_vs_level_pct,three_close_post_touch_high_vs_level_pct,three_close_post_touch_low_vs_level_pct,prior_close_touched_next_day,prior_close_first_touch_time,prior_close_first_touch_bar_number,three_close_touch_reaction,three_close_first_touch_period,after_touch_close_vs_touch_bar_close_pct,after_touch_close_dir,gap_continues_intraday,three_color_matches_gap,three_color_matches_next_intraday
2015-01-09,8285.45,8303.0,8191.1,8280.25,2015-01-09 09:15:00,2015-01-09 15:15:00,25,2015-01-12,8268.95,8296.35,8266.65,8285.7,bullish,16.75,0.202565017323844,29.700000000000728,0.6414141414141624,8286.3,8288.05,8278.05,8280.25,bearish,-6.049999999999272,-0.07301208018053018,10.0,0.22000000000007275,8291.35,8332.25,8245.6,8326.55,2015-01-12 09:15:00,2015-01-12 15:15:00,25.0,bullish_bearish,11.299999999999272,0.1366558027318979,bullish_30min,False,11.100000000000364,0.13405392349265258,gap_up,gap_up_mid_0.10_to_0.50,35.19999999999891,0.4245388266084402,up_day,46.29999999999927,0.5591618610549111,close_above_prior_close,0.06818977274098309,0.49301809141048486,above,True,2015-01-12 09:15:00,1,8265.6,-0.24258662514935808,0.561811313467773,-0.4839663516661279,True,2015-01-12 09:15:00,1,closed_above_level,opening_5_bars,0.737393534649619,up_after_touch,True,True,True
2015-01-12,8291.35,8332.25,8245.6,8326.55,2015-01-12 09:15:00,2015-01-12 15:15:00,25,2015-01-13,8305.8,8323.6,8305.8,8319.95,bullish,14.150000000001455,0.17036287895207514,17.80000000000109,0.7949438202247521,8319.55,8332.25,8318.6,8326.55,bullish,7.0,0.08413916618086316,13.649999999999636,0.582417582417518,8346.15,8356.65,8268.15,8303.8,2015-01-13 09:15:00,2015-01-13 15:15:00,25.0,bullish_bullish,20.75,0.24982542319824702,bullish_30min,True,19.600000000000364,0.2353916087695428,gap_up,gap_up_mid_0.10_to_0.50,-42.350000000000364,-0.5074195886726258,down_day,-22.75,-0.2732224030360714,close_below_prior_close,0.31490573861620447,-0.19411174346001422,below,True,2015-01-13 14:15:00,21,8318.05,-0.022836675701193576,0.277044934164259,-0.6225998954320769,True,2015-01-13 09:15:00,1,closed_below_level,closing_hour,-0.17131419022487243,down_after_touch,False,True,False
2015-01-13,8346.15,8356.65,8268.15,8303.8,2015-01-13 09:15:00,2015-01-13 15:15:00,25,2015-01-14,8281.0,8305.4,8274.75,8304.8,bullish,23.799999999999272,0.28740490278950936,30.649999999999636,0.9804241435562685,8304.9,8309.3,8296.2,8303.8,bearish,-1.1000000000003638,-0.013245192597145827,13.099999999998545,0.5801526717556785,8307.25,8326.3,8236.75,8287.75,2015-01-14 09:15:00,2015-01-14 15:15:00,25.0,bullish_bearish,22.799999999999272,0.27532906653784894,bullish_30min,False,3.4500000000007276,0.041547243430727236,gap_up,gap_up_tiny_0_to_0.10,-19.5,-0.23473471967257517,down_day,-16.049999999999272,-0.19328500204724675,close_below_prior_close,0.029501011463258935,-0.20530295732587509,below,True,2015-01-14 09:15:00,1,8300.7,-0.049369039591543984,0.25888642712648113,-0.8194056449282255,True,2015-01-14 09:15:00,1,closed_below_level,opening_5_bars,-0.15601093883649242,down_after_touch,False,True,False
2015-01-14,8307.25,8326.3,8236.75,8287.75,2015-01-14 09:15:00,2015-01-14 15:15:00,25,2015-01-15,8263.85,8281.0,8262.3,8272.8,bullish,8.949999999998909,0.10830303066971096,18.700000000000728,0.5614973262031867,8273.05,8290.25,8269.0,8287.75,bullish,14.700000000000728,0.17768537601006557,21.25,0.8823529411764706,8425.2,8526.9,8380.75,8461.15,2015-01-15 09:15:00,2015-01-15 15:15:00,25.0,bullish_bullish,23.899999999999636,0.2892114450286445,bullish_30min,True,137.45000000000073,1.6584718409701154,gap_up,gap_up_big_ge_0.50,35.94999999999891,0.4266961021696684,up_day,173.39999999999964,2.0922445778407845,close_above_prior_close,1.8421816071946797,2.2767382264771348,above,False,,,,,,,False,,,not_touched,not_touched,,not_available,True,True,True
2015-01-15,8425.2,8526.9,8380.75,8461.15,2015-01-15 09:15:00,2015-01-15 15:15:00,25,2015-01-19,8516.5,8516.5,8497.8,8510.75,bearish,-5.75,-0.06751599835613221,18.700000000000728,0.6925133689839692,8510.45,8511.0,8459.35,8461.15,bearish,-49.30000000000109,-0.5792878167429582,51.649999999999636,0.03484995159727561,8553.4,8570.8,8531.7,8550.3,2015-01-19 09:15:00,2015-01-19 15:15:00,25.0,bearish_bearish,-55.350000000000364,-0.6499148711325118,bearish_30min,True,92.25,1.090277326368165,gap_up,gap_up_big_ge_0.50,-3.100000000000364,-0.036242897561207986,down_day,89.14999999999964,1.0536392807124284,close_above_prior_close,0.5011309226566358,0.4647064007284819,above,False,,,,,,,False,,,not_touched,not_touched,,not_available,False,False,True
2015-01-19,8553.4,8570.8,8531.7,8550.3,2015-01-19 09:15:00,2015-01-19 15:15:00,25,2015-01-20,8551.7,8557.45,8546.25,8551.45,bearish,-0.25,-0.0029233953482933218,11.200000000000728,0.4642857142857491,8550.85,8552.9,8546.4,8550.3,bearish,-0.5500000000010914,-0.006432109088582905,6.5,0.599999999999944,8575.1,8707.75,8574.65,8691.25,2015-01-20 09:15:00,2015-01-20 15:15:00,25.0,bearish_bearish,-1.4000000000014552,-0.016371013950459617,bearish_30min,True,24.80000000000109,0.290048302398759,gap_up,gap_up_mid_0.10_to_0.50,116.14999999999964,1.354503154482159,up_day,140.95000000000073,1.6484801702864311,close_above_prior_close,0.27656128492828275,1.634810470738872,above,False,,,,,,,False,,,not_touched,not_touched,,not_available,True,False,False
2015-01-20,8575.1,8707.75,8574.65,8691.25,2015-01-20 09:15:00,2015-01-20 15:15:00,25,2015-01-21,8692.9,8707.75,8689.15,8689.85,bearish,-3.0499999999992724,-0.035086104752145686,18.600000000000364,0.03763440860218892,8689.9,8696.9,8687.1,8691.25,bullish,1.3500000000003638,0.015535276585465468,9.799999999999272,0.42346938775509635,8719.65,8741.5,8689.7,8728.05,2015-01-21 09:15:00,2015-01-21 15:15:00,25.0,bearish_bullish,-1.6499999999996362,-0.018981007488866043,bearish_30min,False,28.399999999999636,0.3267654249964002,gap_up,gap_up_mid_0.10_to_0.50,8.399999999999636,0.0963341418520197,up_day,36.79999999999927,0.42341435351645934,close_above_prior_close,0.3429288192546393,0.4395933186418512,above,True,2015-01-21 11:00:00,8,8704.5,0.1685874900027001,0.5172701485065785,-0.0017261517747675299,True,2015-01-21 11:00:00,8,closed_above_level,midday,0.2705497156643032,up_after_touch,True,False,False
2015-01-21,8719.65,8741.5,8689.7,8728.05,2015-01-21 09:15:00,2015-01-21 15:15:00,25,2015-01-22,8723.15,8733.7,8723.15,8730.7,bullish,7.550000000001091,0.08655130314165287,10.550000000001091,0.7156398104265697,8731.3,8734.8,8723.6,8728.05,bearish,-3.25,-0.0372224067435548,11.199999999998909,0.3973214285713698,8745.85,8774.0,8727.15,8762.2,2015-01-22 09:15:00,2015-01-22 15:15:00,25.0,bullish_bearish,4.899999999999636,0.05617236892635844,bullish_30min,False,17.80000000000109,0.2039401699119631,gap_up,gap_up_mid_0.10_to_0.50,16.350000000000364,0.18694580858350374,up_day,34.150000000001455,0.3912672360951353,close_above_prior_close,0.17352560504884643,0.3607958124778082,above,True,2015-01-22 14:00:00,20,8735.35,0.05326033422291038,0.4959510692155184,-0.04066111537449564,True,2015-01-22 14:15:00,21,closed_above_level,afternoon,0.3073717710223444,up_after_touch,True,True,True
2015-01-22,8745.85,8774.0,8727.15,8762.2,2015-01-22 09:15:00,2015-01-22 15:15:00,25,2015-01-23,8735.65,8761.2,8735.65,8760.3,bullish,24.649999999999636,0.28217705608626303,25.55000000000109,0.9647749510762655,8759.95,8774.0,8759.95,8762.2,bullish,2.25,0.025685078111176433,14.049999999999272,0.16014234875445668,8827.95,8866.15,8795.6,8823.55,2015-01-23 09:15:00,2015-01-23 15:15:00,25.0,bullish_bullish,26.55000000000109,0.3039270117278175,bullish_30min,True,65.75,0.7503823240738626,gap_up,gap_up_big_ge_0.50,-4.400000000001455,-0.04984169597699868,down_day,61.349999999998545,0.700166624820234,close_above_prior_close,0.7722338276086602,0.7220072371950732,above,False,,,,,,,False,,,not_touched,not_touched,,not_available,False,True,False
2015-01-23,8827.95,8866.15,8795.6,8823.55,2015-01-23 09:15:00,2015-01-23 15:15:00,25,2015-01-27,8827.45,8849.6,8827.4,8834.85,bullish,7.399999999999636,0.08382941846172605,22.200000000000728,0.33558558558560736,8834.9,8837.05,8822.35,8823.55,bearish,-11.350000000000364,-0.12846778118598245,14.699999999998909,0.0816326530611563,8871.35,8924.95,8825.55,8904.2,2015-01-27 09:15:00,2015-01-27 15:15:00,25.0,bullish_bearish,-3.900000000001455,-0.044180369189306706,bearish_30min,False,47.80000000000109,0.5417320692918507,gap_up,gap_up_big_ge_0.50,32.850000000000364,0.37029313464129315,up_day,80.65000000000146,0.9140312005938819,close_above_prior_close,0.41313661239296645,0.7849595635466404,above,True,2015-01-27 09:15:00,1,8849.3,0.1635568232624086,1.0198248979892173,-0.10526494507548051,False,,,closed_above_level,opening_5_bars,0.6203880532923673,up_after_touch,True,True,True
