dataset_id,stage,asset_class,instrument,frequency,source,path,format,file_count,total_bytes,row_count,start_date,end_date,columns,canonical_role,quality_status,overlap_key,overlaps_with,notes
raw_dhan_midcpnifty_week_expiry_code_1_put_atmp10,raw,index_options,MIDCPNIFTY,1min,dhan_rollingoption,data/raw/options/dhan/midcpnifty/week/expiry_code_1/put/ATMp10,json,61,47922004,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|MIDCPNIFTY|1min|option_ohlcv,,week/expiry_code_1/put/ATMp10; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_midcpnifty_week_expiry_code_1_put_atmp2,raw,index_options,MIDCPNIFTY,1min,dhan_rollingoption,data/raw/options/dhan/midcpnifty/week/expiry_code_1/put/ATMp2,json,61,52888134,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|MIDCPNIFTY|1min|option_ohlcv,,week/expiry_code_1/put/ATMp2; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_midcpnifty_week_expiry_code_1_put_atmp3,raw,index_options,MIDCPNIFTY,1min,dhan_rollingoption,data/raw/options/dhan/midcpnifty/week/expiry_code_1/put/ATMp3,json,61,52831822,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|MIDCPNIFTY|1min|option_ohlcv,,week/expiry_code_1/put/ATMp3; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_midcpnifty_week_expiry_code_1_put_atmp4,raw,index_options,MIDCPNIFTY,1min,dhan_rollingoption,data/raw/options/dhan/midcpnifty/week/expiry_code_1/put/ATMp4,json,61,52411585,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|MIDCPNIFTY|1min|option_ohlcv,,week/expiry_code_1/put/ATMp4; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_midcpnifty_week_expiry_code_1_put_atmp5,raw,index_options,MIDCPNIFTY,1min,dhan_rollingoption,data/raw/options/dhan/midcpnifty/week/expiry_code_1/put/ATMp5,json,61,52275503,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|MIDCPNIFTY|1min|option_ohlcv,,week/expiry_code_1/put/ATMp5; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_midcpnifty_week_expiry_code_1_put_atmp6,raw,index_options,MIDCPNIFTY,1min,dhan_rollingoption,data/raw/options/dhan/midcpnifty/week/expiry_code_1/put/ATMp6,json,61,50525938,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|MIDCPNIFTY|1min|option_ohlcv,,week/expiry_code_1/put/ATMp6; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_midcpnifty_week_expiry_code_1_put_atmp7,raw,index_options,MIDCPNIFTY,1min,dhan_rollingoption,data/raw/options/dhan/midcpnifty/week/expiry_code_1/put/ATMp7,json,61,49656119,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|MIDCPNIFTY|1min|option_ohlcv,,week/expiry_code_1/put/ATMp7; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_midcpnifty_week_expiry_code_1_put_atmp8,raw,index_options,MIDCPNIFTY,1min,dhan_rollingoption,data/raw/options/dhan/midcpnifty/week/expiry_code_1/put/ATMp8,json,61,48966102,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|MIDCPNIFTY|1min|option_ohlcv,,week/expiry_code_1/put/ATMp8; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_midcpnifty_week_expiry_code_1_put_atmp9,raw,index_options,MIDCPNIFTY,1min,dhan_rollingoption,data/raw/options/dhan/midcpnifty/week/expiry_code_1/put/ATMp9,json,61,48438973,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|MIDCPNIFTY|1min|option_ohlcv,,week/expiry_code_1/put/ATMp9; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_call_atm,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/call/ATM,json,61,93769883,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/call/ATM; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_call_atmm1,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/call/ATMm1,json,61,93656027,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/call/ATMm1; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_call_atmm10,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/call/ATMm10,json,61,90900377,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/call/ATMm10; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_call_atmm2,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/call/ATMm2,json,61,93438495,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/call/ATMm2; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_call_atmm3,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/call/ATMm3,json,61,93203742,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/call/ATMm3; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_call_atmm4,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/call/ATMm4,json,61,92906923,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/call/ATMm4; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_call_atmm5,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/call/ATMm5,json,61,92655247,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/call/ATMm5; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_call_atmm6,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/call/ATMm6,json,61,92338618,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/call/ATMm6; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_call_atmm7,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/call/ATMm7,json,61,92042422,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/call/ATMm7; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_call_atmm8,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/call/ATMm8,json,61,91610196,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/call/ATMm8; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_call_atmm9,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/call/ATMm9,json,61,91264217,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/call/ATMm9; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_call_atmp1,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/call/ATMp1,json,61,93627690,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/call/ATMp1; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_call_atmp10,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/call/ATMp10,json,61,91781286,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/call/ATMp10; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_call_atmp2,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/call/ATMp2,json,61,93407852,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/call/ATMp2; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_call_atmp3,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/call/ATMp3,json,61,93209462,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/call/ATMp3; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_call_atmp4,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/call/ATMp4,json,61,92965409,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/call/ATMp4; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_call_atmp5,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/call/ATMp5,json,61,92783136,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/call/ATMp5; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_call_atmp6,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/call/ATMp6,json,61,92570469,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/call/ATMp6; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_call_atmp7,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/call/ATMp7,json,61,92377365,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/call/ATMp7; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_call_atmp8,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/call/ATMp8,json,61,92167412,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/call/ATMp8; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_call_atmp9,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/call/ATMp9,json,61,91993599,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/call/ATMp9; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_put_atm,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/put/ATM,json,61,93836194,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/put/ATM; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_put_atmm1,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/put/ATMm1,json,61,93654506,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/put/ATMm1; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_put_atmm10,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/put/ATMm10,json,61,91923537,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/put/ATMm10; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_put_atmm2,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/put/ATMm2,json,61,93374320,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/put/ATMm2; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_put_atmm3,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/put/ATMm3,json,61,93168244,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/put/ATMm3; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_put_atmm4,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/put/ATMm4,json,61,92938578,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/put/ATMm4; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_put_atmm5,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/put/ATMm5,json,61,92773290,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/put/ATMm5; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_put_atmm6,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/put/ATMm6,json,61,92556927,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/put/ATMm6; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_put_atmm7,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/put/ATMm7,json,61,92378602,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/put/ATMm7; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_put_atmm8,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/put/ATMm8,json,61,92188895,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/put/ATMm8; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_put_atmm9,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/put/ATMm9,json,61,92076350,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/put/ATMm9; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_put_atmp1,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/put/ATMp1,json,61,93776494,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/put/ATMp1; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_put_atmp10,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/put/ATMp10,json,61,91500703,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/put/ATMp10; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_put_atmp2,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/put/ATMp2,json,61,93627146,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/put/ATMp2; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_put_atmp3,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/put/ATMp3,json,61,93422951,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/put/ATMp3; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_put_atmp4,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/put/ATMp4,json,61,93149519,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/put/ATMp4; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_put_atmp5,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/put/ATMp5,json,61,92935612,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/put/ATMp5; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_put_atmp6,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/put/ATMp6,json,61,92648490,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/put/ATMp6; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_put_atmp7,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/put/ATMp7,json,61,92398490,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/put/ATMp7; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_put_atmp8,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/put/ATMp8,json,61,92142111,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/put/ATMp8; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_month_expiry_code_1_put_atmp9,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/month/expiry_code_1/put/ATMp9,json,61,91869877,,2021-05-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,month/expiry_code_1/put/ATMp9; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_week_expiry_code_1_call_atm,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/week/expiry_code_1/call/ATM,json,65,100247020,,2021-01-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,week/expiry_code_1/call/ATM; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_week_expiry_code_1_call_atmm1,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/week/expiry_code_1/call/ATMm1,json,65,100398667,,2021-01-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,week/expiry_code_1/call/ATMm1; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_week_expiry_code_1_call_atmm10,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/week/expiry_code_1/call/ATMm10,json,65,96951815,,2021-01-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,week/expiry_code_1/call/ATMm10; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_week_expiry_code_1_call_atmm2,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/week/expiry_code_1/call/ATMm2,json,65,100434881,,2021-01-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,week/expiry_code_1/call/ATMm2; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_week_expiry_code_1_call_atmm3,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/week/expiry_code_1/call/ATMm3,json,65,100125867,,2021-01-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,week/expiry_code_1/call/ATMm3; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_week_expiry_code_1_call_atmm4,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/week/expiry_code_1/call/ATMm4,json,65,99639973,,2021-01-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,week/expiry_code_1/call/ATMm4; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_week_expiry_code_1_call_atmm5,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/week/expiry_code_1/call/ATMm5,json,65,99161213,,2021-01-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,week/expiry_code_1/call/ATMm5; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_week_expiry_code_1_call_atmm6,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/week/expiry_code_1/call/ATMm6,json,65,98684841,,2021-01-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,week/expiry_code_1/call/ATMm6; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_week_expiry_code_1_call_atmm7,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/week/expiry_code_1/call/ATMm7,json,65,98249627,,2021-01-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,week/expiry_code_1/call/ATMm7; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_week_expiry_code_1_call_atmm8,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/week/expiry_code_1/call/ATMm8,json,65,97781428,,2021-01-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,week/expiry_code_1/call/ATMm8; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_week_expiry_code_1_call_atmm9,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/week/expiry_code_1/call/ATMm9,json,65,97395809,,2021-01-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,week/expiry_code_1/call/ATMm9; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_week_expiry_code_1_call_atmp1,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/week/expiry_code_1/call/ATMp1,json,65,99817570,,2021-01-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,week/expiry_code_1/call/ATMp1; contains OHLCV/OI/IV/spot when API returned data.
raw_dhan_nifty_week_expiry_code_1_call_atmp10,raw,index_options,NIFTY,1min,dhan_rollingoption,data/raw/options/dhan/nifty/week/expiry_code_1/call/ATMp10,json,65,97150938,,2021-01-01,2026-04-30,,options_cross_check_source,raw_vendor_response_missing_bid_ask,index_options|NIFTY|1min|option_ohlcv,raw_shoonya_nifty_options_1min,week/expiry_code_1/call/ATMp10; contains OHLCV/OI/IV/spot when API returned data.
