strategy,expiry,entry_time,exit_time,entry_reason,exit_reason,legs,gross_pnl,charges,net_pnl
ShortStraddle,2024-01-04,2024-01-04 09:20:00,2024-01-04 15:20:00,entry,time_exit,"SELL:NIFTY04JAN24CE21600@37.15,SELL:NIFTY04JAN24PE21600@41.5",1240.0,0.0,1240.0
