strategy,expiry,entry_time,exit_time,entry_reason,exit_reason,legs,gross_pnl,charges,net_pnl
ShortStrangle,2026-01-27,2026-01-27 09:20:00,2026-01-27 12:50:00,entry,target,"SELL:NIFTY27JAN26CE25100@65.25,SELL:NIFTY27JAN26PE24900@57.75",3127.5,109.13,3018.37
ShortStrangle,2026-02-03,2026-02-03 09:20:00,2026-02-03 10:59:00,entry,target,"SELL:NIFTY03FEB26CE25950@114.0,SELL:NIFTY03FEB26PE25750@106.3",5700.0,120.74,5579.26
ShortStrangle,2026-02-10,2026-02-10 09:20:00,2026-02-10 12:26:00,entry,target,"SELL:NIFTY10FEB26CE26000@17.8,SELL:NIFTY10FEB26PE25800@14.95",837.5,98.32,739.18
ShortStrangle,2026-02-17,2026-02-17 09:20:00,2026-02-17 10:27:00,entry,stop_loss,"SELL:NIFTY17FEB26CE25700@14.75,SELL:NIFTY17FEB26PE25500@27.6",-1107.5,100.83,-1208.33
ShortStrangle,2026-02-24,2026-02-24 09:20:00,2026-02-24 13:30:00,entry,stop_loss,"SELL:NIFTY24FEB26CE25650@32.4,SELL:NIFTY24FEB26PE25450@22.35",-1452.5,102.73,-1555.23
ShortStrangle,2026-03-02,2026-03-02 09:20:00,2026-03-02 11:04:00,entry,target,"SELL:NIFTY02MAR26CE25050@57.6,SELL:NIFTY02MAR26PE24850@89.3",3712.5,112.01,3600.49
ShortStrangle,2026-03-10,2026-03-10 09:20:00,2026-03-10 12:10:00,entry,target,"SELL:NIFTY10MAR26C24250@53.05,SELL:NIFTY10MAR26P24050@47.2",2500.0,106.45,2393.55
ShortStrangle,2026-03-17,2026-03-17 09:20:00,2026-03-17 10:23:00,entry,stop_loss,"SELL:NIFTY17MAR26C23500@30.8,SELL:NIFTY17MAR26P23300@50.25",-2247.5,106.79,-2354.29
ShortStrangle,2026-03-24,2026-03-24 09:20:00,2026-03-24 12:07:00,entry,target,"SELL:NIFTY24MAR26C22900@58.65,SELL:NIFTY24MAR26P22700@78.55",3442.5,110.86,3331.64
ShortStrangle,2026-03-30,2026-03-30 09:20:00,2026-03-30 09:37:00,entry,stop_loss,"SELL:NIFTY30MAR26C22600@65.9,SELL:NIFTY30MAR26P22400@72.8",-4085.0,115.74,-4200.74
ShortStrangle,2026-04-07,2026-04-07 09:20:00,2026-04-07 10:18:00,entry,stop_loss,"SELL:NIFTY07APR26C22850@58.5,SELL:NIFTY07APR26P22650@51.25",-2882.5,111.07,-2993.57
ShortStrangle,2026-04-13,2026-04-13 09:20:00,2026-04-13 11:56:00,entry,stop_loss,"SELL:NIFTY13APR26C23700@36.95,SELL:NIFTY13APR26P23500@51.65",-2365.0,107.88,-2472.88
ShortStrangle,2026-04-21,2026-04-21 09:20:00,2026-04-21 12:52:00,entry,target,"SELL:NIFTY21APR26C24550@33.65,SELL:NIFTY21APR26P24350@31.05",1685.0,102.14,1582.86
