date,day_open,day_high,day_low,day_close,bars,next_date,three_open,three_high,three_low,three_close,three_color,three_body_pct,three_range_pts,three_fifteen_open,three_fifteen_high,three_fifteen_low,three_fifteen_close,three_fifteen_color,late_2bar_color_combo,late_2bar_pct,gap_pts,gap_pct,gap_dir,next_day_open,next_day_high,next_day_low,next_day_close,next_intraday_pct,next_intraday_dir,next_total_pct,next_open_vs_three_close_pct,next_close_vs_three_close_pct,next_close_vs_three_close_dir,three_close_touched_next_day,first_touch_time,first_touch_bar,three_close_first_touch_period,after_touch_close_vs_touch_pct,is_main_candidate,period
2015-01-27,8871.35,8924.95,8825.55,8904.2,25,2015-01-28,8896.15,8924.95,8896.15,8915.5,bullish,0.21750982166443195,28.80000000000109,8915.35,8916.3,8902.0,8904.2,bearish,bullish_bearish,0.09048858213947711,-1.4500000000007276,-0.016284450034823202,gap_down,8902.75,8985.05,8874.2,8906.8,0.045491561596127855,up_day,0.02919970351068647,-0.1430093657114015,-0.09758286130896447,below,True,2015-01-28 09:30:00,2,opening_5,0.18953987367756336,False,2015-2018
2015-01-28,8902.75,8985.05,8874.2,8906.8,25,2015-01-29,8898.55,8923.75,8898.55,8920.05,bullish,0.24161239752543956,25.200000000000728,8920.25,8921.0,8905.0,8906.8,bearish,bullish_bearish,0.0927117339341803,-5.299999999999272,-0.05950509722907523,gap_down,8901.5,8966.2,8861.65,8950.2,0.5470988035724398,up_day,0.4872681546683597,-0.20795847556907499,0.3380025896715989,above,True,2015-01-29 15:00:00,24,closing_hour,-0.03629885686523072,False,2015-2018
2015-01-29,8901.5,8966.2,8861.65,8950.2,25,2015-01-30,8895.5,8966.2,8895.5,8953.45,bullish,0.6514529818447612,70.70000000000073,8954.05,8958.6,8945.05,8950.2,bearish,bullish_bearish,0.6149176549941063,46.399999999999636,0.5184241692923022,gap_up,8996.6,8996.6,8775.6,8821.45,-1.9468465864882247,down_day,-1.4385153404393196,0.4819371303799053,-1.47429203268014,below,True,2015-01-30 09:15:00,1,opening_5,-1.4264004201539777,True,2015-2018
2015-01-30,8996.6,8996.6,8775.6,8821.45,25,2015-02-02,8796.95,8823.75,8796.25,8808.05,bullish,0.1261800965107059,27.5,8807.95,8824.35,8798.1,8821.45,bullish,bullish_bullish,0.27850561842456756,-18.950000000000728,-0.21481729194180918,gap_down,8802.5,8839.9,8751.45,8798.15,-0.04941777904004958,down_day,-0.26412891304718716,-0.0630105414932848,-0.11239718212316731,below,True,2015-02-02 13:30:00,18,afternoon,-0.1424404417356293,False,2015-2018
2015-02-02,8802.5,8839.9,8751.45,8798.15,25,2015-02-03,8784.45,8806.2,8784.4,8797.05,bullish,0.14343527483221538,21.80000000000109,8797.1,8803.55,8789.6,8798.15,bullish,bullish_bullish,0.1559574020001128,25.0,0.2841506453061155,gap_up,8823.15,8836.45,8726.65,8746.65,-0.867037282603152,down_day,-0.5853503293305979,0.2966903677937532,-0.572919330912063,below,True,2015-02-03 10:15:00,5,opening_5,-0.5384352967932723,False,2015-2018
2015-02-03,8823.15,8836.45,8726.65,8746.65,25,2015-02-04,8771.55,8777.8,8757.6,8761.8,bearish,-0.11115481300340306,20.19999999999891,8761.25,8761.85,8740.4,8746.65,bearish,bearish_bearish,-0.2838722916702252,42.5,0.48590031612102924,gap_up,8789.15,8791.45,8704.7,8713.95,-0.8556003709118505,down_day,-0.3738574196978147,0.3121504713643357,-0.5461206601383112,below,True,2015-02-04 09:30:00,2,opening_5,-0.5205746870558253,False,2015-2018
2015-02-04,8789.15,8791.45,8704.7,8713.95,25,2015-02-05,8747.0,8749.4,8723.45,8724.35,bearish,-0.2589459243169045,25.94999999999891,8724.35,8725.25,8704.7,8713.95,bearish,bearish_bearish,-0.37784383217102174,19.149999999999636,0.219762564623387,gap_up,8733.1,8838.3,8683.95,8699.4,-0.38588817258477204,down_day,-0.16697364570603562,0.10029400471095266,-0.28598119057581056,below,True,2015-02-05 09:15:00,1,opening_5,-0.35793440350947525,False,2015-2018
2015-02-05,8733.1,8838.3,8683.95,8699.4,25,2015-02-06,8755.95,8765.85,8707.8,8708.0,bearish,-0.5476276132230167,58.05000000000109,8708.0,8712.7,8683.95,8699.4,bearish,bearish_bearish,-0.6458465386394519,-2.5499999999992724,-0.029312366370086124,gap_down,8696.85,8725.8,8646.65,8666.0,-0.35472613647470475,down_day,-0.383934524220057,-0.12804317868626133,-0.482315112540193,below,True,2015-02-06 09:15:00,1,opening_5,-0.5325742619714389,False,2015-2018
2015-02-06,8696.85,8725.8,8646.65,8666.0,25,2015-02-09,8675.2,8675.85,8646.65,8654.7,bearish,-0.23630579122095166,29.200000000000728,8654.75,8669.5,8651.4,8666.0,bullish,bearish_bullish,-0.10604942825526474,-81.60000000000036,-0.9416108931456307,gap_down,8584.4,8603.9,8516.35,8518.3,-0.770001397884539,down_day,-1.7043618739903152,-0.8122754110483447,-1.5760222769131391,below,False,,,not_touched,,False,2015-2018
2015-02-09,8584.4,8603.9,8516.35,8518.3,25,2015-02-10,8546.45,8547.05,8521.15,8525.2,bearish,-0.24864124870560292,25.899999999999636,8525.65,8530.75,8516.35,8518.3,bearish,bearish_bearish,-0.3293765247559098,-40.19999999999891,-0.47192514938425406,gap_down,8478.1,8646.15,8472.05,8578.85,1.1883558816244204,up_day,0.7108225819705939,-0.5524797072209492,0.6293107493079297,above,True,2015-02-10 09:15:00,1,opening_5,0.3773430369971684,False,2015-2018
2015-02-10,8478.1,8646.15,8472.05,8578.85,25,2015-02-11,8570.2,8579.85,8552.3,8552.3,bearish,-0.20886327040210792,27.55000000000109,8552.1,8579.25,8548.15,8578.85,bullish,bearish_bullish,0.1009311334624587,24.44999999999891,0.2850032346992768,gap_up,8603.3,8651.9,8594.05,8635.5,0.37427498750480315,up_day,0.660344918025139,0.5963308115945418,0.9728377161699278,above,False,,,not_touched,,False,2015-2018
2015-02-11,8603.3,8651.9,8594.05,8635.5,25,2015-02-12,8634.75,8635.65,8618.0,8624.05,bearish,-0.12391788992154638,17.649999999999636,8625.5,8638.6,8624.05,8635.5,bullish,bearish_bullish,0.00868583340571528,41.45000000000073,0.47999536795785686,gap_up,8676.95,8732.15,8599.4,8728.4,0.592950287831541,up_day,1.0757917897052822,0.6134008963306272,1.209988346542522,above,True,2015-02-12 10:00:00,4,opening_5,1.0886685814880015,False,2015-2018
2015-02-12,8676.95,8732.15,8599.4,8728.4,25,2015-02-13,8681.5,8725.95,8679.9,8721.95,bullish,0.46593330645626596,46.05000000000109,8721.05,8732.15,8713.05,8728.4,bullish,bullish_bullish,0.5402292230605268,13.100000000000364,0.15008478071582837,gap_up,8741.5,8821.7,8730.0,8803.05,0.7041125664931565,up_day,0.8552541130103987,0.22414712306306814,0.9298379376171445,above,False,,,not_touched,,False,2015-2018
2015-02-13,8741.5,8821.7,8730.0,8803.05,25,2015-02-16,8809.65,8821.7,8803.9,8808.05,bearish,-0.018161902005191622,17.80000000000109,8808.15,8809.8,8790.6,8803.05,bearish,bearish_bearish,-0.07491784577140254,28.350000000000364,0.3220474721829408,gap_up,8831.4,8869.95,8793.7,8808.7,-0.257037389315385,down_day,0.06418230045270056,0.26509840430061554,0.007379612967699494,above,True,2015-02-16 15:00:00,24,closing_hour,0.056226040039764044,False,2015-2018
2015-02-16,8831.4,8869.95,8793.7,8808.7,25,2015-02-18,8843.5,8846.45,8801.9,8803.75,bearish,-0.449482670888223,44.55000000000109,8803.8,8808.7,8793.7,8808.7,bullish,bearish_bullish,-0.3935093571549643,2.849999999998545,0.032354376922798425,gap_up,8811.55,8893.9,8810.05,8865.25,0.6094273992657447,up_day,0.6419789526263724,0.08859860854748569,0.698565952009087,above,False,,,not_touched,,False,2015-2018
2015-02-18,8811.55,8893.9,8810.05,8865.25,25,2015-02-19,8884.7,8889.85,8865.5,8870.25,bearish,-0.16263914369647514,24.350000000000364,8869.95,8873.05,8859.25,8865.25,bearish,bearish_bearish,-0.2189156640066713,17.799999999999272,0.20078395984319983,gap_up,8883.05,8913.45,8794.55,8898.35,0.1722381389275203,up_day,0.37336792532641905,0.14430258448182715,0.31678926749528324,above,True,2015-02-19 10:30:00,6,midday,0.5236104835065563,False,2015-2018
2015-02-19,8883.05,8913.45,8794.55,8898.35,25,2015-02-20,8860.2,8905.0,8859.75,8904.0,bullish,0.4943455001015696,45.25,8905.35,8913.45,8894.75,8898.35,bearish,bullish_bearish,0.4305771878738588,-2.850000000000364,-0.03202840976136434,gap_down,8895.5,8895.5,8816.5,8827.7,-0.7621831262998063,down_day,-0.7939674209263473,-0.09546271338724169,-0.8569182389937026,below,False,,,not_touched,,False,2015-2018
2015-02-20,8895.5,8895.5,8816.5,8827.7,25,2015-02-23,8849.15,8852.05,8831.95,8833.75,bearish,-0.17402801399004014,20.099999999998545,8833.6,8836.7,8821.55,8827.7,bearish,bearish_bearish,-0.24239616234326358,29.149999999999636,0.33021058712914614,gap_up,8856.85,8868.9,8737.25,8742.8,-1.2877038676278936,down_day,-0.9617454150005261,0.2614970991934384,-1.0295740766945038,below,True,2015-02-23 11:45:00,11,midday,-1.0777264215522655,False,2015-2018
2015-02-23,8856.85,8868.9,8737.25,8742.8,25,2015-02-24,8758.05,8779.9,8753.65,8759.9,bullish,0.021123423593155596,26.25,8758.1,8761.45,8737.25,8742.8,bearish,bullish_bearish,-0.17412551880841057,30.100000000000364,0.3442832959692589,gap_up,8772.9,8800.5,8727.25,8760.8,-0.1379247455231493,down_day,0.2058836985862653,0.14840352058813458,0.010274089886866702,above,True,2015-02-24 09:15:00,1,opening_5,-0.01426606787224451,True,2015-2018
2015-02-24,8772.9,8800.5,8727.25,8760.8,25,2015-02-25,8748.95,8772.3,8748.2,8770.1,bullish,0.24174329490967067,24.099999999998545,8770.4,8774.6,8757.25,8760.8,bearish,bullish_bearish,0.1354448248075317,41.850000000000364,0.4776961008127153,gap_up,8802.65,8840.5,8751.65,8765.25,-0.42487205557416957,down_day,0.050794447995625144,0.3711474213520857,-0.05530153590039297,below,True,2015-02-25 14:00:00,20,afternoon,-0.05245243647269182,True,2015-2018
2015-02-25,8802.65,8840.5,8751.65,8765.25,25,2015-02-26,8768.05,8772.9,8759.8,8771.8,bullish,0.04276891669185281,13.100000000000364,8771.75,8773.45,8762.65,8765.25,bearish,bullish_bearish,-0.0319341244632418,13.75,0.15686945609081315,gap_up,8779.0,8783.6,8669.85,8694.65,-0.9608155826403959,down_day,-0.8054533527281065,0.08208121480198736,-0.8795230169406466,below,True,2015-02-26 09:15:00,1,opening_5,-0.7108680012333132,True,2015-2018
2015-02-26,8779.0,8783.6,8669.85,8694.65,25,2015-02-27,8698.75,8712.25,8669.85,8680.85,bearish,-0.20577669205345178,42.399999999999636,8681.1,8695.7,8679.0,8694.65,bullish,bearish_bullish,-0.04713320879437119,34.850000000000364,0.4008211946426868,gap_up,8729.5,8856.95,8717.6,8850.65,1.3878228993642205,up_day,1.7942067823316639,0.5604289902486466,1.9560296514742135,above,False,,,not_touched,,False,2015-2018
2015-02-27,8729.5,8856.95,8717.6,8850.65,25,2015-02-28,8829.65,8853.9,8829.65,8851.55,bullish,0.24802795127779287,24.25,8852.45,8856.95,8839.65,8850.65,bearish,bullish_bearish,0.23783502177322996,62.399999999999636,0.7050329636806295,gap_up,8913.05,8940.8,8751.6,8920.75,0.08639018069011986,up_day,0.792032223621998,0.6947935672283386,0.7817839813366103,above,True,2015-02-28 11:45:00,11,midday,0.9688573482057505,True,2015-2018
2015-02-28,8913.05,8940.8,8751.6,8920.75,25,2015-03-02,8869.25,8911.8,8856.25,8907.1,bullish,0.42675536262931324,55.54999999999927,8908.8,8930.35,8895.3,8920.75,bullish,bullish_bullish,0.58065789102799,33.850000000000364,0.37945240030266925,gap_up,8954.6,8971.7,8885.65,8961.55,0.07761374042390401,up_day,0.4573606479275764,0.5332824376059548,0.6113100784767085,above,True,2015-03-02 11:15:00,9,midday,0.5339944693429797,False,2015-2018
2015-03-02,8954.6,8971.7,8885.65,8961.55,25,2015-03-03,8927.05,8964.0,8924.65,8958.8,bullish,0.35566060456701826,39.350000000000364,8959.3,8969.9,8952.4,8961.55,bullish,bullish_bullish,0.3864658537814844,1.3000000000010914,0.014506419090459704,gap_up,8962.85,9008.25,8925.7,8996.75,0.37822790741783735,up_day,0.3927891938336641,0.04520694735903349,0.4236058400678744,above,True,2015-03-03 09:15:00,1,opening_5,0.7035001511098218,False,2015-2018
2015-03-03,8962.85,9008.25,8925.7,8996.75,25,2015-03-04,8991.45,9008.25,8989.95,8989.95,bearish,-0.016682515055969835,18.299999999999272,8992.4,8999.95,8990.5,8996.75,bullish,bearish_bullish,0.05894488653108532,112.39999999999964,1.2493400394586895,gap_up,9109.15,9117.3,8894.5,8918.4,-2.0940482921018977,down_day,-0.8708700364020381,1.3259250607622834,-0.7958887424290578,below,True,2015-03-04 14:30:00,22,closing_hour,-0.3942504216134234,False,2015-2018
2015-03-04,9109.15,9117.3,8894.5,8918.4,25,2015-03-05,8928.05,8951.05,8916.35,8922.2,bearish,-0.06552382659145664,34.69999999999891,8919.8,8922.5,8902.75,8918.4,bearish,bearish_bearish,-0.10808631224063078,11.0,0.123340509508432,gap_up,8929.4,8957.35,8849.45,8937.75,0.09351132214930863,up_day,0.21696716899892765,0.08069758579721266,0.17428436932594285,above,True,2015-03-05 09:15:00,1,opening_5,-0.06820329052925042,False,2015-2018
2015-03-05,8929.4,8957.35,8849.45,8937.75,25,2015-03-09,8916.3,8957.35,8901.85,8952.05,bullish,0.4009510671466865,55.5,8950.0,8953.35,8930.95,8937.75,bearish,bullish_bearish,0.24057064028802003,-60.45000000000073,-0.6763447176302841,gap_down,8877.3,8877.3,8740.45,8743.25,-1.5100312031811394,down_day,-2.176162904534139,-0.835004272764339,-2.332426650878841,below,False,,,not_touched,,False,2015-2018
2015-03-09,8877.3,8877.3,8740.45,8743.25,25,2015-03-10,8770.4,8779.6,8755.8,8758.25,bearish,-0.13853416035756222,23.80000000000109,8758.8,8758.8,8740.45,8743.25,bearish,bearish_bearish,-0.309563987959496,26.5,0.3030909558802505,gap_up,8769.75,8777.95,8677.6,8725.6,-0.5034351036232463,down_day,-0.2018700140108042,0.13130476978848513,-0.372791368138608,below,True,2015-03-10 09:15:00,1,opening_5,-0.29879738338046263,False,2015-2018
2015-03-10,8769.75,8777.95,8677.6,8725.6,25,2015-03-11,8690.65,8730.8,8682.6,8717.3,bullish,0.30665140121854684,48.19999999999891,8716.6,8726.35,8711.2,8725.6,bullish,bullish_bullish,0.40215634043484355,3.149999999999636,0.03610066929494403,gap_up,8728.75,8755.3,8682.5,8701.8,-0.3087498209938505,down_day,-0.2727606124507322,0.13134800913127606,-0.17780734860564626,below,True,2015-03-11 09:15:00,1,opening_5,-0.3863523189724746,False,2015-2018
2015-03-11,8728.75,8755.3,8682.5,8701.8,25,2015-03-12,8719.5,8720.95,8695.8,8696.15,bearish,-0.2677905843224997,25.150000000001455,8695.15,8703.65,8682.5,8701.8,bullish,bearish_bullish,-0.2029932908997159,38.850000000000364,0.4464593532372655,gap_up,8740.65,8786.2,8733.5,8771.4,0.3518044996653567,up_day,0.7998345169964878,0.5117207039896966,0.8653254601174084,above,False,,,not_touched,,False,2015-2018
2015-03-12,8740.65,8786.2,8733.5,8771.4,25,2015-03-13,8756.7,8786.2,8756.3,8780.25,bullish,0.2689369282948973,29.900000000001455,8782.55,8783.75,8771.4,8771.4,bearish,bullish_bearish,0.16787145842610693,72.64999999999964,0.8282600269056211,gap_up,8844.05,8844.05,8632.4,8661.1,-2.0686224071550807,down_day,-1.257495952755538,0.7266307906950176,-1.3570228638136685,below,True,2015-03-13 10:00:00,4,opening_5,-1.0244836156900794,True,2015-2018
2015-03-13,8844.05,8844.05,8632.4,8661.1,25,2015-03-16,8657.55,8657.55,8632.4,8638.2,bearish,-0.22350434014240225,25.149999999999636,8638.2,8664.3,8634.85,8661.1,bullish,bearish_bullish,0.041004672222523596,-20.0,-0.23091755088845528,gap_down,8641.1,8660.8,8612.15,8639.6,-0.017358901065836527,down_day,-0.2482363672050894,0.03357180894167345,0.01620708017873673,above,True,2015-03-16 09:30:00,1,opening_5,-0.0075229304707576305,False,2015-2018
2015-03-16,8641.1,8660.8,8612.15,8639.6,24,2015-03-17,8641.65,8643.25,8622.6,8633.65,bearish,-0.09257491335566703,20.649999999999636,8633.65,8641.15,8629.35,8639.6,bullish,bearish_bullish,-0.023722321547381256,49.5,0.5729431918144359,gap_up,8689.1,8742.1,8631.15,8722.35,0.3826633368242971,up_day,0.9577989721746376,0.6422544346829062,1.0273754437578628,above,True,2015-03-17 13:30:00,18,afternoon,1.0367375779725119,False,2015-2018
2015-03-17,8689.1,8742.1,8631.15,8722.35,25,2015-03-18,8674.3,8736.65,8674.3,8731.55,bullish,0.6599956192430514,62.350000000000364,8732.0,8742.1,8720.85,8722.35,bearish,bullish_bearish,0.5539351878537876,20.549999999999272,0.23560164405233994,gap_up,8742.9,8746.4,8664.35,8680.9,-0.7091468505873337,down_day,-0.47521596817372297,0.12998837548889217,-0.5800802835693507,below,True,2015-03-18 09:15:00,1,opening_5,-0.41127713884188905,True,2015-2018
2015-03-18,8742.9,8746.4,8664.35,8680.9,25,2015-03-19,8677.9,8698.7,8673.0,8688.75,bullish,0.12503024925385595,25.700000000000728,8688.55,8690.65,8676.55,8680.9,bearish,bullish_bearish,0.03457057583055809,68.55000000000109,0.7896646661060615,gap_up,8749.45,8787.95,8614.95,8622.9,-1.4463766293881453,down_day,-0.6681334884631778,0.6986045173356435,-0.7578765645230944,below,True,2015-03-19 14:45:00,23,closing_hour,-0.4163322342778407,True,2015-2018
2015-03-19,8749.45,8787.95,8614.95,8622.9,25,2015-03-20,8662.5,8670.25,8614.95,8634.15,bearish,-0.3272727272727315,55.29999999999927,8634.9,8638.5,8620.25,8622.9,bearish,bearish_bearish,-0.45714285714286135,5.0,0.05798513261199829,gap_up,8627.9,8627.9,8553.3,8584.85,-0.4989626676247902,down_day,-0.4412668591772985,-0.0723869749772705,-0.5709884586207012,below,False,,,not_touched,,False,2015-2018
2015-03-20,8627.9,8627.9,8553.3,8584.85,25,2015-03-23,8584.45,8586.0,8569.6,8570.05,bearish,-0.16774516713361315,16.399999999999636,8569.95,8588.3,8553.3,8584.85,bullish,bearish_bullish,0.004659587975928989,6.699999999998909,0.07804446204649945,gap_up,8591.55,8607.9,8540.75,8550.95,-0.4725573383149554,down_day,-0.3948816811010051,0.25087368218388456,-0.22286917812613166,below,True,2015-03-23 09:30:00,2,opening_5,-0.1704502337853208,False,2015-2018
2015-03-23,8591.55,8607.9,8540.75,8550.95,25,2015-03-24,8551.0,8561.2,8546.95,8554.8,bullish,0.0444392468717024,14.25,8554.1,8555.95,8541.2,8550.95,bearish,bullish_bearish,-0.0005847269325140031,-13.900000000001455,-0.1625550377443612,gap_down,8537.05,8626.65,8536.95,8549.9,0.15052037881938568,up_day,-0.012279337383578332,-0.20748585589376728,-0.05727778557066953,below,True,2015-03-24 09:15:00,1,opening_5,-0.12849116331226856,False,2015-2018
2015-03-24,8537.05,8626.65,8536.95,8549.9,25,2015-03-25,8549.0,8555.9,8536.95,8541.8,bearish,-0.08422037665224853,18.94999999999891,8541.7,8552.6,8538.3,8549.9,bullish,bearish_bullish,0.010527547081525748,19.0,0.2222248213429397,gap_up,8568.9,8573.45,8517.0,8517.0,-0.6056786752091825,down_day,-0.38479982222013864,0.31726334027957065,-0.2903369313259415,below,True,2015-03-25 10:15:00,5,opening_5,-0.376643428624909,False,2015-2018
2015-03-25,8568.9,8573.45,8517.0,8517.0,25,2015-03-26,8532.65,8540.45,8525.4,8531.95,bearish,-0.008203781943463152,15.050000000001091,8531.65,8533.6,8517.0,8517.0,bearish,bearish_bearish,-0.18341312487913647,-42.04999999999927,-0.4937184454620086,gap_down,8474.95,8498.9,8326.35,8382.3,-1.0932217889191258,down_day,-1.581542796759431,-0.6680770515532791,-1.7539952765780558,below,False,,,not_touched,,False,2015-2018
2015-03-26,8474.95,8498.9,8326.35,8382.3,25,2015-03-27,8386.55,8386.55,8326.35,8339.45,bearish,-0.5616135359593463,60.19999999999891,8339.25,8385.0,8327.45,8382.3,bullish,bearish_bullish,-0.050676380633275904,13.700000000000728,0.16343962874152354,gap_up,8396.0,8411.4,8269.55,8348.05,-0.5711052882325003,down_day,-0.4085990718537872,0.6781022729316594,0.10312430675882155,above,True,2015-03-27 10:30:00,6,midday,-0.04908915668421142,False,2015-2018
2015-03-27,8396.0,8411.4,8269.55,8348.05,25,2015-03-30,8354.3,8355.35,8332.8,8346.1,bearish,-0.09815304693390121,22.55000000000109,8346.9,8349.15,8337.45,8348.05,bullish,bearish_bullish,-0.07481177357767857,43.650000000001455,0.5228765999245507,gap_up,8391.7,8504.25,8381.2,8501.35,1.3066482357567553,up_day,1.836356993549405,0.5463629719270122,1.8601502498172797,above,False,,,not_touched,,False,2015-2018
2015-03-30,8391.7,8504.25,8381.2,8501.35,25,2015-03-31,8481.55,8495.75,8480.6,8492.5,bullish,0.12910376051548042,15.149999999999636,8492.15,8504.25,8485.35,8501.35,bullish,bullish_bullish,0.23344789572661948,26.25,0.3087744887576679,gap_up,8527.6,8549.95,8455.05,8480.9,-0.5476335663023679,down_day,-0.24055003028931554,0.4133058581101014,-0.13659110980277142,below,True,2015-03-31 14:15:00,21,closing_hour,0.045416742852765576,False,2015-2018
2015-03-31,8527.6,8549.95,8455.05,8480.9,25,2015-04-01,8474.15,8501.4,8474.1,8494.75,bullish,0.2430922275390495,27.299999999999272,8494.65,8498.35,8480.9,8480.9,bearish,bullish_bearish,0.07965400659653181,2.8000000000010914,0.03301536393544425,gap_up,8483.7,8600.6,8465.0,8590.3,1.256527222791925,up_day,1.2899574337629218,-0.13008034374171426,1.1248123841195947,above,True,2015-04-01 10:15:00,5,opening_5,1.2177519603626572,True,2015-2018
2015-04-01,8483.7,8600.6,8465.0,8590.3,25,2015-04-06,8571.4,8584.9,8568.5,8580.25,bullish,0.10325034416781814,16.399999999999636,8581.9,8600.6,8579.25,8590.3,bullish,bullish_bullish,0.2205007350024458,25.5,0.29684644308114966,gap_up,8615.8,8667.5,8573.85,8652.0,0.4201583137955933,up_day,0.718251981886555,0.4143235919699225,0.8362227207831939,above,True,2015-04-06 09:15:00,1,opening_5,0.8086127746836581,False,2015-2018
