file,schema,nifty_option_rows,no_trade_rows,active_rows,true_bad_ohlc,duplicates,error
20121211.csv,legacy,1418,1230,188,0,0,
20121212.csv,legacy,1418,1239,179,0,0,
20121213.csv,legacy,1418,1240,178,0,0,
20121214.csv,legacy,1418,1248,170,0,0,
20121217.csv,legacy,1418,1241,177,0,0,
20121218.csv,legacy,1418,1225,193,0,0,
20121219.csv,legacy,1418,1229,189,0,0,
20121220.csv,legacy,1418,1232,186,0,0,
20121221.csv,legacy,1418,1226,192,0,0,
20121224.csv,legacy,1418,1237,181,0,0,
20121226.csv,legacy,1418,1203,215,0,0,
20121227.csv,legacy,1418,1191,227,0,0,
20121228.csv,legacy,1372,1214,158,0,0,
20121231.csv,legacy,1372,1206,166,0,0,
20130101.csv,legacy,1372,1223,149,0,0,
20130102.csv,legacy,1386,1232,154,0,0,
20130103.csv,legacy,1386,1229,157,0,0,
20130104.csv,legacy,1480,1328,152,0,0,
20130107.csv,legacy,1480,1333,147,0,0,
20130108.csv,legacy,1480,1320,160,0,0,
20130109.csv,legacy,1480,1321,159,0,0,
20130110.csv,legacy,1480,1314,166,0,0,
20130111.csv,legacy,1480,1312,168,0,0,
20130114.csv,legacy,1480,1311,169,0,0,
20130115.csv,legacy,1480,1312,168,0,0,
20130116.csv,legacy,1494,1315,179,0,0,
20130117.csv,legacy,1494,1325,169,0,0,
20130118.csv,legacy,1494,1317,177,0,0,
20130121.csv,legacy,1494,1321,173,0,0,
20130122.csv,legacy,1494,1325,169,0,0,
20130123.csv,legacy,1494,1326,168,0,0,
20130124.csv,legacy,1494,1318,176,0,0,
20130125.csv,legacy,1494,1327,167,0,0,
20130128.csv,legacy,1494,1319,175,0,0,
20130129.csv,legacy,1494,1310,184,0,0,
20130130.csv,legacy,1494,1311,183,0,0,
20130131.csv,legacy,1494,1280,214,0,0,
20130201.csv,legacy,1492,1334,158,0,0,
20130204.csv,legacy,1492,1335,157,0,0,
20130205.csv,legacy,1492,1329,163,0,0,
20130206.csv,legacy,1492,1333,159,0,0,
20130207.csv,legacy,1492,1333,159,0,0,
20130208.csv,legacy,1492,1322,170,0,0,
20130211.csv,legacy,1492,1323,169,0,0,
20130212.csv,legacy,1492,1325,167,0,0,
20130213.csv,legacy,1492,1332,160,0,0,
20130214.csv,legacy,1492,1340,152,0,0,
20130215.csv,legacy,1492,1326,166,0,0,
20130218.csv,legacy,1492,1337,155,0,0,
20130219.csv,legacy,1492,1321,171,0,0,
20130220.csv,legacy,1492,1318,174,0,0,
20130221.csv,legacy,1492,1321,171,0,0,
20130222.csv,legacy,1492,1317,175,0,0,
20130225.csv,legacy,1492,1324,168,0,0,
20130226.csv,legacy,1492,1304,188,0,0,
20130227.csv,legacy,1492,1302,190,0,0,
20130228.csv,legacy,1492,1276,216,0,0,
20130301.csv,legacy,1474,1312,162,0,0,
20130304.csv,legacy,1474,1309,165,0,0,
20130305.csv,legacy,1474,1310,164,0,0,
20130306.csv,legacy,1476,1323,153,0,0,
20130307.csv,legacy,1476,1311,165,0,0,
20130308.csv,legacy,1478,1299,179,0,0,
20130311.csv,legacy,1478,1310,168,0,0,
20130312.csv,legacy,1478,1310,168,0,0,
20130313.csv,legacy,1478,1320,158,0,0,
20130314.csv,legacy,1478,1306,172,0,0,
20130315.csv,legacy,1478,1307,171,0,0,
20130318.csv,legacy,1478,1311,167,0,0,
20130319.csv,legacy,1478,1297,181,0,0,
20130320.csv,legacy,1478,1295,183,0,0,
20130321.csv,legacy,1478,1293,185,0,0,
20130322.csv,legacy,1478,1286,192,0,0,
20130325.csv,legacy,1478,1290,188,0,0,
20130326.csv,legacy,1480,1292,188,0,0,
20130328.csv,legacy,1480,1264,216,0,0,
20130401.csv,legacy,1458,1322,136,0,0,
20130402.csv,legacy,1458,1316,142,0,0,
20130403.csv,legacy,1458,1309,149,0,0,
20130404.csv,legacy,1458,1302,156,0,0,
20130405.csv,legacy,1460,1310,150,0,0,
20130408.csv,legacy,1460,1308,152,0,0,
20130409.csv,legacy,1466,1309,157,0,0,
20130410.csv,legacy,1466,1302,164,0,0,
20130411.csv,legacy,1466,1316,150,0,0,
20130412.csv,legacy,1466,1320,146,0,0,
20130415.csv,legacy,1466,1312,154,0,0,
20130416.csv,legacy,1466,1316,150,0,0,
20130417.csv,legacy,1466,1313,153,0,0,
20130418.csv,legacy,1466,1301,165,0,0,
20130422.csv,legacy,1468,1308,160,0,0,
20130423.csv,legacy,1468,1303,165,0,0,
20130425.csv,legacy,1468,1292,176,0,0,
20130426.csv,legacy,1452,1318,134,0,0,
20130429.csv,legacy,1452,1305,147,0,0,
20130430.csv,legacy,1452,1285,167,0,0,
20130502.csv,legacy,1452,1296,156,0,0,
20130503.csv,legacy,1458,1307,151,0,0,
20130506.csv,legacy,1458,1317,141,0,0,
20130507.csv,legacy,1458,1292,166,0,0,
20130508.csv,legacy,1494,1328,166,0,0,
20130509.csv,legacy,1500,1351,149,0,0,
20130510.csv,legacy,1500,1341,159,0,0,
20130513.csv,legacy,1500,1336,164,0,0,
20130514.csv,legacy,1500,1344,156,0,0,
20130515.csv,legacy,1500,1318,182,0,0,
20130516.csv,legacy,1500,1325,175,0,0,
20130517.csv,legacy,1516,1356,160,0,0,
20130520.csv,legacy,1516,1353,163,0,0,
20130521.csv,legacy,1516,1341,175,0,0,
20130522.csv,legacy,1516,1338,178,0,0,
20130523.csv,legacy,1516,1331,185,0,0,
20130524.csv,legacy,1516,1347,169,0,0,
20130527.csv,legacy,1516,1336,180,0,0,
20130528.csv,legacy,1516,1337,179,0,0,
20130529.csv,legacy,1516,1336,180,0,0,
20130530.csv,legacy,1516,1329,187,0,0,
20130531.csv,legacy,1510,1335,175,0,0,
20130603.csv,legacy,1510,1346,164,0,0,
20130604.csv,legacy,1510,1352,158,0,0,
20130605.csv,legacy,1510,1348,162,0,0,
20130606.csv,legacy,1510,1347,163,0,0,
20130607.csv,legacy,1510,1333,177,0,0,
20130610.csv,legacy,1510,1355,155,0,0,
20130611.csv,legacy,1510,1332,178,0,0,
20130612.csv,legacy,1510,1339,171,0,0,
20130613.csv,legacy,1510,1331,179,0,0,
20130614.csv,legacy,1510,1337,173,0,0,
20130617.csv,legacy,1510,1347,163,0,0,
20130618.csv,legacy,1510,1341,169,0,0,
20130619.csv,legacy,1510,1343,167,0,0,
20130620.csv,legacy,1510,1322,188,0,0,
20130621.csv,legacy,1510,1327,183,0,0,
20130624.csv,legacy,1510,1315,195,0,0,
20130625.csv,legacy,1512,1313,199,0,0,
20130626.csv,legacy,1512,1320,192,0,0,
20130627.csv,legacy,1512,1305,207,0,0,
20130628.csv,legacy,1466,1300,166,0,0,
20130701.csv,legacy,1468,1326,142,0,0,
20130702.csv,legacy,1470,1324,146,0,0,
20130703.csv,legacy,1470,1312,158,0,0,
20130704.csv,legacy,1470,1303,167,0,0,
20130705.csv,legacy,1470,1319,151,0,0,
20130708.csv,legacy,1470,1316,154,0,0,
20130709.csv,legacy,1470,1329,141,0,0,
20130710.csv,legacy,1470,1317,153,0,0,
20130711.csv,legacy,1470,1312,158,0,0,
20130712.csv,legacy,1470,1318,152,0,0,
20130715.csv,legacy,1490,1326,164,0,0,
20130716.csv,legacy,1490,1326,164,0,0,
20130717.csv,legacy,1490,1332,158,0,0,
20130718.csv,legacy,1490,1314,176,0,0,
20130719.csv,legacy,1490,1318,172,0,0,
20130722.csv,legacy,1490,1312,178,0,0,
20130723.csv,legacy,1490,1312,178,0,0,
20130724.csv,legacy,1492,1311,181,0,0,
20130725.csv,legacy,1492,1299,193,0,0,
20130726.csv,legacy,1472,1316,156,0,0,
20130729.csv,legacy,1472,1317,155,0,0,
20130730.csv,legacy,1474,1307,167,0,0,
20130731.csv,legacy,1474,1301,173,0,0,
20130801.csv,legacy,1476,1295,181,0,0,
20130802.csv,legacy,1476,1299,177,0,0,
20130805.csv,legacy,1476,1308,168,0,0,
20130806.csv,legacy,1476,1284,192,0,0,
20130807.csv,legacy,1482,1306,176,0,0,
20130808.csv,legacy,1482,1317,165,0,0,
20130812.csv,legacy,1482,1310,172,0,0,
20130813.csv,legacy,1482,1312,170,0,0,
20130814.csv,legacy,1482,1319,163,0,0,
20130816.csv,legacy,1482,1305,177,0,0,
20130819.csv,legacy,1482,1294,188,0,0,
20130820.csv,legacy,1486,1294,192,0,0,
20130821.csv,legacy,1486,1290,196,0,0,
20130822.csv,legacy,1496,1313,183,0,0,
20130823.csv,legacy,1496,1308,188,0,0,
20130826.csv,legacy,1496,1305,191,0,0,
20130827.csv,legacy,1496,1295,201,0,0,
20130828.csv,legacy,1496,1279,217,0,0,
20130829.csv,legacy,1496,1293,203,0,0,
20130830.csv,legacy,1668,1452,216,0,0,
20130902.csv,legacy,1674,1481,193,0,0,
20130903.csv,legacy,1682,1478,204,0,0,
20130904.csv,legacy,1688,1484,204,0,0,
20130905.csv,legacy,1688,1481,207,0,0,
20130906.csv,legacy,1690,1474,216,0,0,
20130910.csv,legacy,1700,1472,228,0,0,
20130911.csv,legacy,1720,1483,237,0,0,
20130912.csv,legacy,1720,1490,230,0,0,
20130913.csv,legacy,1720,1497,223,0,0,
20130916.csv,legacy,1720,1479,241,0,0,
20130917.csv,legacy,1720,1497,223,0,0,
20130918.csv,legacy,1720,1469,251,0,0,
20130919.csv,legacy,1720,1449,271,0,0,
20130920.csv,legacy,1740,1475,265,0,0,
20130923.csv,legacy,1740,1476,264,0,0,
20130924.csv,legacy,1740,1491,249,0,0,
20130925.csv,legacy,1740,1472,268,0,0,
20130926.csv,legacy,1740,1479,261,0,0,
20130927.csv,legacy,1696,1500,196,0,0,
20130930.csv,legacy,1700,1483,217,0,0,
20131001.csv,legacy,1704,1525,179,0,0,
20131003.csv,legacy,1704,1506,198,0,0,
20131004.csv,legacy,1704,1516,188,0,0,
20131007.csv,legacy,1704,1516,188,0,0,
20131008.csv,legacy,1704,1505,199,0,0,
20131010.csv,legacy,1726,1533,193,0,0,
20131011.csv,legacy,1726,1518,208,0,0,
20131014.csv,legacy,1730,1537,193,0,0,
20131015.csv,legacy,1730,1538,192,0,0,
20131017.csv,legacy,1730,1531,199,0,0,
20131018.csv,legacy,1730,1510,220,0,0,
20131021.csv,legacy,1744,1533,211,0,0,
20131022.csv,legacy,1744,1528,216,0,0,
20131023.csv,legacy,1744,1522,222,0,0,
20131024.csv,legacy,1744,1514,230,0,0,
20131025.csv,legacy,1744,1522,222,0,0,
20131028.csv,legacy,1744,1523,221,0,0,
20131029.csv,legacy,1744,1496,248,0,0,
20131030.csv,legacy,1744,1500,244,0,0,
20131031.csv,legacy,1772,1503,269,0,0,
20131101.csv,legacy,1738,1555,183,0,0,
20131105.csv,legacy,1738,1543,195,0,0,
20131106.csv,legacy,1740,1547,193,0,0,
20131107.csv,legacy,1742,1537,205,0,0,
20131108.csv,legacy,1742,1523,219,0,0,
20131111.csv,legacy,1744,1533,211,0,0,
20131112.csv,legacy,1746,1528,218,0,0,
20131113.csv,legacy,1750,1535,215,0,0,
20131114.csv,legacy,1750,1544,206,0,0,
20131118.csv,legacy,1750,1533,217,0,0,
20131119.csv,legacy,1750,1527,223,0,0,
20131120.csv,legacy,1750,1523,227,0,0,
20131121.csv,legacy,1750,1516,234,0,0,
20131122.csv,legacy,1750,1504,246,0,0,
20131125.csv,legacy,1750,1492,258,0,0,
20131126.csv,legacy,1750,1512,238,0,0,
20131127.csv,legacy,1750,1509,241,0,0,
20131128.csv,legacy,1750,1505,245,0,0,
20131129.csv,legacy,1712,1485,227,0,0,
20131202.csv,legacy,1716,1509,207,0,0,
20131203.csv,legacy,1716,1500,216,0,0,
20131204.csv,legacy,1716,1492,224,0,0,
20131205.csv,legacy,1716,1485,231,0,0,
20131206.csv,legacy,1718,1508,210,0,0,
20131209.csv,legacy,1718,1469,249,0,0,
20131210.csv,legacy,1748,1506,242,0,0,
20131211.csv,legacy,1748,1520,228,0,0,
20131212.csv,legacy,1748,1525,223,0,0,
20131213.csv,legacy,1748,1504,244,0,0,
20131216.csv,legacy,1748,1515,233,0,0,
20131217.csv,legacy,1748,1522,226,0,0,
20131218.csv,legacy,1748,1493,255,0,0,
20131219.csv,legacy,1748,1500,248,0,0,
20131220.csv,legacy,1748,1480,268,0,0,
20131223.csv,legacy,1748,1487,261,0,0,
20131224.csv,legacy,1748,1484,264,0,0,
20131226.csv,legacy,1748,1470,278,0,0,
20131227.csv,legacy,1712,1523,189,0,0,
20131230.csv,legacy,1712,1506,206,0,0,
20131231.csv,legacy,1712,1491,221,0,0,
20140101.csv,legacy,1712,1527,185,0,0,
20140102.csv,legacy,1712,1491,221,0,0,
20140103.csv,legacy,1716,1510,206,0,0,
20140106.csv,legacy,1716,1512,204,0,0,
20140107.csv,legacy,1716,1501,215,0,0,
20140108.csv,legacy,1718,1505,213,0,0,
20140109.csv,legacy,1718,1512,206,0,0,
20140110.csv,legacy,1718,1498,220,0,0,
20140113.csv,legacy,1718,1496,222,0,0,
20140114.csv,legacy,1718,1505,213,0,0,
20140115.csv,legacy,1718,1511,207,0,0,
20140116.csv,legacy,1718,1512,206,0,0,
20140117.csv,legacy,1718,1508,210,0,0,
20140120.csv,legacy,1718,1508,210,0,0,
20140121.csv,legacy,1718,1512,206,0,0,
20140122.csv,legacy,1718,1505,213,0,0,
20140123.csv,legacy,1720,1495,225,0,0,
20140124.csv,legacy,1720,1497,223,0,0,
20140127.csv,legacy,1720,1480,240,0,0,
20140128.csv,legacy,1722,1480,242,0,0,
20140129.csv,legacy,1722,1475,247,0,0,
20140130.csv,legacy,1722,1456,266,0,0,
20140131.csv,legacy,1712,1486,226,0,0,
20140203.csv,legacy,1714,1495,219,0,0,
20140204.csv,legacy,1720,1497,223,0,0,
20140205.csv,legacy,1720,1502,218,0,0,
20140206.csv,legacy,1720,1490,230,0,0,
20140207.csv,legacy,1720,1492,228,0,0,
20140210.csv,legacy,1720,1506,214,0,0,
20140211.csv,legacy,1720,1508,212,0,0,
20140212.csv,legacy,1720,1508,212,0,0,
20140213.csv,legacy,1720,1503,217,0,0,
20140214.csv,legacy,1720,1511,209,0,0,
20140217.csv,legacy,1720,1491,229,0,0,
20140218.csv,legacy,1720,1485,235,0,0,
20140219.csv,legacy,1722,1495,227,0,0,
20140220.csv,legacy,1722,1494,228,0,0,
20140221.csv,legacy,1722,1496,226,0,0,
20140224.csv,legacy,1722,1486,236,0,0,
20140225.csv,legacy,1724,1468,256,0,0,
20140226.csv,legacy,1724,1450,274,0,0,
20140228.csv,legacy,1712,1446,266,0,0,
20140303.csv,legacy,1716,1493,223,0,0,
20140304.csv,legacy,1718,1476,242,0,0,
20140305.csv,legacy,1718,1475,243,0,0,
20140306.csv,legacy,1722,1448,274,0,0,
20140307.csv,legacy,1728,1460,268,0,0,
20140310.csv,legacy,1766,1492,274,0,0,
20140311.csv,legacy,1766,1496,270,0,0,
20140312.csv,legacy,1766,1508,258,0,0,
20140313.csv,legacy,1766,1518,248,0,0,
20140314.csv,legacy,1766,1510,256,0,0,
20140318.csv,legacy,1766,1503,263,0,0,
20140319.csv,legacy,1766,1509,257,0,0,
20140320.csv,legacy,1766,1517,249,0,0,
20140321.csv,legacy,1766,1519,247,0,0,
20140324.csv,legacy,1766,1498,268,0,0,
20140325.csv,legacy,1792,1517,275,0,0,
20140326.csv,legacy,1792,1516,276,0,0,
20140327.csv,legacy,1792,1494,298,0,0,
20140328.csv,legacy,1776,1580,196,0,0,
20140331.csv,legacy,1802,1561,241,0,0,
20140401.csv,legacy,1802,1567,235,0,0,
20140402.csv,legacy,1802,1577,225,0,0,
20140403.csv,legacy,1830,1618,212,0,0,
20140404.csv,legacy,1830,1623,207,0,0,
20140407.csv,legacy,1830,1617,213,0,0,
20140409.csv,legacy,1830,1607,223,0,0,
20140410.csv,legacy,1834,1609,225,0,0,
20140411.csv,legacy,1834,1602,232,0,0,
20140415.csv,legacy,1834,1605,229,0,0,
20140416.csv,legacy,1834,1590,244,0,0,
20140417.csv,legacy,1834,1596,238,0,0,
20140421.csv,legacy,1834,1568,266,0,0,
20140422.csv,legacy,1834,1571,263,0,0,
20140423.csv,legacy,1834,1551,283,0,0,
20140425.csv,legacy,1806,1594,212,0,0,
20140428.csv,legacy,1808,1624,184,0,0,
20140429.csv,legacy,1810,1605,205,0,0,
20140430.csv,legacy,1812,1592,220,0,0,
20140502.csv,legacy,1812,1624,188,0,0,
20140505.csv,legacy,1812,1619,193,0,0,
20140506.csv,legacy,1812,1617,195,0,0,
20140507.csv,legacy,1812,1615,197,0,0,
20140508.csv,legacy,1814,1618,196,0,0,
20140509.csv,legacy,1814,1596,218,0,0,
20140512.csv,legacy,1836,1616,220,0,0,
20140513.csv,legacy,1872,1622,250,0,0,
20140514.csv,legacy,1904,1692,212,0,0,
20140515.csv,legacy,1904,1683,221,0,0,
20140516.csv,legacy,1904,1651,253,0,0,
20140519.csv,legacy,1936,1686,250,0,0,
20140520.csv,legacy,1964,1685,279,0,0,
20140521.csv,legacy,1968,1701,267,0,0,
20140522.csv,legacy,1968,1713,255,0,0,
20140523.csv,legacy,1968,1710,258,0,0,
20140526.csv,legacy,1996,1723,273,0,0,
20140527.csv,legacy,1996,1714,282,0,0,
20140528.csv,legacy,1996,1726,270,0,0,
20140529.csv,legacy,1996,1701,295,0,0,
20140530.csv,legacy,1950,1738,212,0,0,
20140602.csv,legacy,1950,1754,196,0,0,
20140603.csv,legacy,1954,1757,197,0,0,
20140604.csv,legacy,1958,1768,190,0,0,
20140605.csv,legacy,1958,1755,203,0,0,
20140606.csv,legacy,1986,1775,211,0,0,
20140609.csv,legacy,2024,1802,222,0,0,
20140610.csv,legacy,2052,1832,220,0,0,
20140611.csv,legacy,2052,1808,244,0,0,
20140612.csv,legacy,2052,1836,216,0,0,
20140613.csv,legacy,2052,1813,239,0,0,
20140616.csv,legacy,2052,1823,229,0,0,
20140617.csv,legacy,2052,1811,241,0,0,
20140618.csv,legacy,2052,1821,231,0,0,
20140619.csv,legacy,2052,1820,232,0,0,
20140620.csv,legacy,2052,1790,262,0,0,
20140623.csv,legacy,2052,1790,262,0,0,
20140624.csv,legacy,2052,1764,288,0,0,
20140625.csv,legacy,2052,1773,279,0,0,
20140626.csv,legacy,2052,1750,302,0,0,
20140627.csv,legacy,1998,1810,188,0,0,
20140630.csv,legacy,1998,1790,208,0,0,
20140701.csv,legacy,2002,1813,189,0,0,
20140702.csv,legacy,2004,1796,208,0,0,
20140703.csv,legacy,2016,1814,202,0,0,
20140704.csv,legacy,2016,1786,230,0,0,
20140707.csv,legacy,2038,1837,201,0,0,
20140708.csv,legacy,2042,1809,233,0,0,
20140709.csv,legacy,2042,1813,229,0,0,
20140710.csv,legacy,2042,1805,237,0,0,
20140711.csv,legacy,2042,1827,215,0,0,
20140714.csv,legacy,2044,1798,246,0,0,
20140715.csv,legacy,2044,1826,218,0,0,
20140716.csv,legacy,2044,1790,254,0,0,
20140717.csv,legacy,2044,1813,231,0,0,
20140718.csv,legacy,2044,1831,213,0,0,
20140721.csv,legacy,2044,1819,225,0,0,
20140722.csv,legacy,2044,1815,229,0,0,
20140723.csv,legacy,2044,1791,253,0,0,
20140724.csv,legacy,2044,1801,243,0,0,
20140725.csv,legacy,2050,1803,247,0,0,
20140728.csv,legacy,2050,1793,257,0,0,
20140730.csv,legacy,2050,1804,246,0,0,
20140731.csv,legacy,2050,1762,288,0,0,
20140801.csv,legacy,2002,1801,201,0,0,
20140804.csv,legacy,2006,1817,189,0,0,
20140805.csv,legacy,2006,1808,198,0,0,
20140806.csv,legacy,2008,1818,190,0,0,
20140807.csv,legacy,2008,1817,191,0,0,
20140808.csv,legacy,2008,1809,199,0,0,
20140811.csv,legacy,2010,1817,193,0,0,
20140812.csv,legacy,2010,1804,206,0,0,
20140813.csv,legacy,2010,1806,204,0,0,
20140814.csv,legacy,2010,1793,217,0,0,
20140818.csv,legacy,2012,1783,229,0,0,
20140819.csv,legacy,2036,1822,214,0,0,
20140820.csv,legacy,2040,1821,219,0,0,
20140821.csv,legacy,2040,1826,214,0,0,
20140822.csv,legacy,2040,1814,226,0,0,
20140825.csv,legacy,2040,1794,246,0,0,
20140826.csv,legacy,2040,1805,235,0,0,
20140827.csv,legacy,2040,1800,240,0,0,
20140828.csv,legacy,2046,1778,268,0,0,
20140901.csv,legacy,2040,1828,212,0,0,
20140902.csv,legacy,2050,1841,209,0,0,
20140903.csv,legacy,2076,1865,211,0,0,
20140904.csv,legacy,2076,1880,196,0,0,
20140905.csv,legacy,2076,1877,199,0,0,
20140908.csv,legacy,2076,1859,217,0,0,
20140909.csv,legacy,2104,1904,200,0,0,
20140910.csv,legacy,2104,1892,212,0,0,
20140911.csv,legacy,2104,1889,215,0,0,
20140912.csv,legacy,2104,1884,220,0,0,
20140915.csv,legacy,2104,1889,215,0,0,
20140916.csv,legacy,2104,1882,222,0,0,
20140917.csv,legacy,2104,1883,221,0,0,
20140918.csv,legacy,2104,1870,234,0,0,
20140919.csv,legacy,2104,1877,227,0,0,
20140922.csv,legacy,2104,1858,246,0,0,
20140923.csv,legacy,2104,1848,256,0,0,
20140924.csv,legacy,2104,1856,248,0,0,
20140925.csv,legacy,2104,1844,260,0,0,
20140926.csv,legacy,2056,1877,179,0,0,
20140929.csv,legacy,2060,1876,184,0,0,
20140930.csv,legacy,2060,1858,202,0,0,
20141001.csv,legacy,2060,1884,176,0,0,
20141007.csv,legacy,2060,1878,182,0,0,
20141008.csv,legacy,2064,1876,188,0,0,
20141009.csv,legacy,2066,1873,193,0,0,
20141010.csv,legacy,2066,1872,194,0,0,
20141014.csv,legacy,2066,1874,192,0,0,
20141016.csv,legacy,2066,1859,207,0,0,
20141017.csv,legacy,2074,1857,217,0,0,
20141020.csv,legacy,2074,1868,206,0,0,
20141021.csv,legacy,2074,1859,215,0,0,
20141022.csv,legacy,2074,1856,218,0,0,
20141023.csv,legacy,2074,1919,155,0,0,
20141027.csv,legacy,2074,1858,216,0,0,
20141028.csv,legacy,2074,1849,225,0,0,
20141029.csv,legacy,2076,1829,247,0,0,
20141030.csv,legacy,2078,1843,235,0,0,
20141031.csv,legacy,2058,1850,208,0,0,
20141103.csv,legacy,2094,1908,186,0,0,
20141105.csv,legacy,2094,1885,209,0,0,
20141107.csv,legacy,2100,1900,200,0,0,
20141110.csv,legacy,2100,1913,187,0,0,
20141111.csv,legacy,2100,1911,189,0,0,
20141112.csv,legacy,2122,1920,202,0,0,
20141113.csv,legacy,2126,1921,205,0,0,
20141114.csv,legacy,2126,1934,192,0,0,
20141117.csv,legacy,2126,1922,204,0,0,
20141118.csv,legacy,2132,1922,210,0,0,
20141119.csv,legacy,2132,1929,203,0,0,
20141120.csv,legacy,2132,1929,203,0,0,
20141121.csv,legacy,2132,1901,231,0,0,
20141124.csv,legacy,2158,1933,225,0,0,
20141125.csv,legacy,2164,1927,237,0,0,
20141126.csv,legacy,2164,1936,228,0,0,
20141127.csv,legacy,2164,1924,240,0,0,
20141128.csv,legacy,2132,1916,216,0,0,
20141201.csv,legacy,2160,1972,188,0,0,
20141202.csv,legacy,2160,1970,190,0,0,
20141203.csv,legacy,2160,1969,191,0,0,
20141204.csv,legacy,2160,1960,200,0,0,
20141205.csv,legacy,2160,1963,197,0,0,
20141208.csv,legacy,2160,1948,212,0,0,
20141209.csv,legacy,2162,1945,217,0,0,
20141210.csv,legacy,2166,1954,212,0,0,
20141211.csv,legacy,2166,1942,224,0,0,
20141212.csv,legacy,2168,1936,232,0,0,
20141215.csv,legacy,2172,1955,217,0,0,
20141216.csv,legacy,2172,1940,232,0,0,
20141217.csv,legacy,2182,1938,244,0,0,
20141218.csv,legacy,2182,1931,251,0,0,
20141219.csv,legacy,2182,1936,246,0,0,
20141222.csv,legacy,2182,1919,263,0,0,
20141223.csv,legacy,2182,1916,266,0,0,
20141224.csv,legacy,2182,1896,286,0,0,
20141226.csv,legacy,2104,1927,177,0,0,
20141229.csv,legacy,2104,1927,177,0,0,
20141230.csv,legacy,2106,1930,176,0,0,
20141231.csv,legacy,2106,1913,193,0,0,
20150101.csv,legacy,2108,1945,163,0,0,
20150102.csv,legacy,2108,1925,183,0,0,
20150105.csv,legacy,2112,1931,181,0,0,
20150106.csv,legacy,2112,1920,192,0,0,
20150107.csv,legacy,2114,1914,200,0,0,
20150108.csv,legacy,2114,1925,189,0,0,
20150109.csv,legacy,2114,1918,196,0,0,
20150112.csv,legacy,2114,1919,195,0,0,
20150113.csv,legacy,2114,1920,194,0,0,
20150114.csv,legacy,2114,1907,207,0,0,
20150115.csv,legacy,2114,1905,209,0,0,
20150116.csv,legacy,2118,1911,207,0,0,
20150119.csv,legacy,2118,1902,216,0,0,
20150120.csv,legacy,2122,1898,224,0,0,
20150121.csv,legacy,2154,1922,232,0,0,
20150122.csv,legacy,2160,1929,231,0,0,
20150123.csv,legacy,2182,1945,237,0,0,
20150127.csv,legacy,2192,1939,253,0,0,
20150128.csv,legacy,2218,1941,277,0,0,
20150129.csv,legacy,2218,1943,275,0,0,
20150130.csv,legacy,2210,2001,209,0,0,
20150202.csv,legacy,2216,2022,194,0,0,
20150203.csv,legacy,2216,2028,188,0,0,
20150204.csv,legacy,2218,2034,184,0,0,
20150205.csv,legacy,2220,2025,195,0,0,
20150206.csv,legacy,2220,2027,193,0,0,
20150209.csv,legacy,2222,2020,202,0,0,
20150210.csv,legacy,2226,2018,208,0,0,
20150211.csv,legacy,2226,2029,197,0,0,
20150212.csv,legacy,2226,2027,199,0,0,
20150213.csv,legacy,2226,2022,204,0,0,
20150216.csv,legacy,2226,2021,205,0,0,
20150218.csv,legacy,2226,2006,220,0,0,
20150219.csv,legacy,2226,2002,224,0,0,
20150220.csv,legacy,2226,2001,225,0,0,
20150223.csv,legacy,2226,1986,240,0,0,
20150224.csv,legacy,2226,1987,239,0,0,
20150225.csv,legacy,2226,1978,248,0,0,
20150226.csv,legacy,2226,1959,267,0,0,
20150227.csv,legacy,2190,1971,219,0,0,
20150302.csv,legacy,2198,1989,209,0,0,
20150303.csv,legacy,2200,1995,205,0,0,
20150304.csv,legacy,2204,1989,215,0,0,
20150305.csv,legacy,2204,1987,217,0,0,
20150309.csv,legacy,2204,1983,221,0,0,
20150310.csv,legacy,2204,1978,226,0,0,
20150311.csv,legacy,2204,1990,214,0,0,
20150312.csv,legacy,2204,1980,224,0,0,
20150313.csv,legacy,2204,1971,233,0,0,
20150316.csv,legacy,2206,1989,217,0,0,
20150317.csv,legacy,2206,1982,224,0,0,
20150318.csv,legacy,2206,1988,218,0,0,
20150319.csv,legacy,2206,1971,235,0,0,
20150320.csv,legacy,2206,1975,231,0,0,
20150323.csv,legacy,2210,1975,235,0,0,
20150324.csv,legacy,2210,1967,243,0,0,
20150325.csv,legacy,2210,1946,264,0,0,
20150326.csv,legacy,2210,1936,274,0,0,
20150327.csv,legacy,2170,1984,186,0,0,
20150330.csv,legacy,2170,1986,184,0,0,
20150331.csv,legacy,2176,1962,214,0,0,
20150401.csv,legacy,2176,1983,193,0,0,
20150406.csv,legacy,2180,1999,181,0,0,
20150407.csv,legacy,2184,1991,193,0,0,
20150408.csv,legacy,2184,1993,191,0,0,
20150409.csv,legacy,2184,1992,192,0,0,
20150410.csv,legacy,2188,2006,182,0,0,
20150413.csv,legacy,2188,1999,189,0,0,
20150415.csv,legacy,2190,1991,199,0,0,
20150416.csv,legacy,2190,1985,205,0,0,
20150417.csv,legacy,2190,1978,212,0,0,
20150420.csv,legacy,2190,1971,219,0,0,
20150422.csv,legacy,2190,1964,226,0,0,
20150423.csv,legacy,2190,1971,219,0,0,
20150424.csv,legacy,2190,1963,227,0,0,
20150427.csv,legacy,2194,1953,241,0,0,
20150428.csv,legacy,2206,1962,244,0,0,
20150429.csv,legacy,2206,1974,232,0,0,
