file,schema,nifty_option_rows,no_trade_rows,active_rows,true_bad_ohlc,duplicates,error
20100727.csv,legacy,706,549,157,0,0,
20100728.csv,legacy,706,558,148,0,0,
20100729.csv,legacy,706,557,149,0,0,
20100730.csv,legacy,694,550,144,0,0,
20100802.csv,legacy,694,565,129,0,0,
20100803.csv,legacy,694,561,133,0,0,
20100804.csv,legacy,694,554,140,0,0,
20100805.csv,legacy,722,575,147,0,0,
20100806.csv,legacy,722,578,144,0,0,
20100809.csv,legacy,722,577,145,0,0,
20100810.csv,legacy,722,588,134,0,0,
20100811.csv,legacy,722,571,151,0,0,
20100812.csv,legacy,722,584,138,0,0,
20100813.csv,legacy,722,580,142,0,0,
20100816.csv,legacy,722,579,143,0,0,
20100817.csv,legacy,722,581,141,0,0,
20100818.csv,legacy,722,575,147,0,0,
20100819.csv,legacy,722,569,153,0,0,
20100820.csv,legacy,722,577,145,0,0,
20100823.csv,legacy,722,574,148,0,0,
20100824.csv,legacy,722,575,147,0,0,
20100825.csv,legacy,722,575,147,0,0,
20100826.csv,legacy,722,567,155,0,0,
20100827.csv,legacy,712,578,134,0,0,
20100830.csv,legacy,714,553,161,0,0,
20100831.csv,legacy,714,525,189,0,0,
20100901.csv,legacy,714,570,144,0,0,
20100902.csv,legacy,714,569,145,0,0,
20100903.csv,legacy,714,575,139,0,0,
20100906.csv,legacy,714,568,146,0,0,
20100907.csv,legacy,742,592,150,0,0,
20100908.csv,legacy,742,597,145,0,0,
20100909.csv,legacy,742,573,169,0,0,
20100913.csv,legacy,742,578,164,0,0,
20100914.csv,legacy,798,628,170,0,0,
20100915.csv,legacy,798,627,171,0,0,
20100916.csv,legacy,826,645,181,0,0,
20100917.csv,legacy,826,648,178,0,0,
20100920.csv,legacy,826,649,177,0,0,
20100921.csv,legacy,854,677,177,0,0,
20100922.csv,legacy,882,690,192,0,0,
20100923.csv,legacy,882,690,192,0,0,
20100924.csv,legacy,882,697,185,0,0,
20100927.csv,legacy,882,688,194,0,0,
20100928.csv,legacy,882,681,201,0,0,
20100929.csv,legacy,882,686,196,0,0,
20100930.csv,legacy,882,661,221,0,0,
20101001.csv,legacy,856,692,164,0,0,
20101004.csv,legacy,884,720,164,0,0,
20101005.csv,legacy,912,754,158,0,0,
20101006.csv,legacy,912,737,175,0,0,
20101007.csv,legacy,912,744,168,0,0,
20101008.csv,legacy,912,745,167,0,0,
20101011.csv,legacy,912,752,160,0,0,
20101012.csv,legacy,912,751,161,0,0,
20101013.csv,legacy,912,749,163,0,0,
20101014.csv,legacy,912,742,170,0,0,
20101015.csv,legacy,912,751,161,0,0,
20101018.csv,legacy,912,753,159,0,0,
20101019.csv,legacy,912,759,153,0,0,
20101020.csv,legacy,912,755,157,0,0,
20101021.csv,legacy,912,747,165,0,0,
20101022.csv,legacy,912,749,163,0,0,
20101025.csv,legacy,912,756,156,0,0,
20101026.csv,legacy,912,744,168,0,0,
20101027.csv,legacy,912,742,170,0,0,
20101028.csv,legacy,912,728,184,0,0,
20101029.csv,legacy,894,747,147,0,0,
20101101.csv,legacy,898,739,159,0,0,
20101102.csv,legacy,900,750,150,0,0,
20101103.csv,legacy,900,748,152,0,0,
20101104.csv,legacy,902,754,148,0,0,
20101105.csv,legacy,930,812,118,0,0,
20101108.csv,legacy,930,777,153,0,0,
20101109.csv,legacy,930,773,157,0,0,
20101110.csv,legacy,930,778,152,0,0,
20101111.csv,legacy,930,779,151,0,0,
20101112.csv,legacy,930,770,160,0,0,
20101115.csv,legacy,930,765,165,0,0,
20101116.csv,legacy,930,755,175,0,0,
20101118.csv,legacy,930,752,178,0,0,
20101119.csv,legacy,930,745,185,0,0,
20101122.csv,legacy,930,755,175,0,0,
20101123.csv,legacy,930,745,185,0,0,
20101124.csv,legacy,930,754,176,0,0,
20101125.csv,legacy,930,754,176,0,0,
20101126.csv,legacy,914,761,153,0,0,
20101129.csv,legacy,914,775,139,0,0,
20101130.csv,legacy,914,753,161,0,0,
20101201.csv,legacy,916,758,158,0,0,
20101202.csv,legacy,918,762,156,0,0,
20101203.csv,legacy,920,772,148,0,0,
20101206.csv,legacy,920,762,158,0,0,
20101207.csv,legacy,920,774,146,0,0,
20101208.csv,legacy,920,760,160,0,0,
20101209.csv,legacy,920,763,157,0,0,
20101210.csv,legacy,920,762,158,0,0,
20101213.csv,legacy,920,757,163,0,0,
20101214.csv,legacy,920,773,147,0,0,
20101215.csv,legacy,920,759,161,0,0,
20101216.csv,legacy,920,770,150,0,0,
20101220.csv,legacy,920,770,150,0,0,
20101221.csv,legacy,920,753,167,0,0,
20101222.csv,legacy,920,749,171,0,0,
20101223.csv,legacy,920,761,159,0,0,
20101224.csv,legacy,920,752,168,0,0,
20101227.csv,legacy,920,744,176,0,0,
20101228.csv,legacy,920,743,177,0,0,
20101229.csv,legacy,920,732,188,0,0,
20101230.csv,legacy,922,729,193,0,0,
20101231.csv,legacy,1390,1229,161,0,0,
20110103.csv,legacy,1390,1246,144,0,0,
20110104.csv,legacy,1418,1275,143,0,0,
20110105.csv,legacy,1418,1272,146,0,0,
20110106.csv,legacy,1418,1274,144,0,0,
20110107.csv,legacy,1436,1288,148,0,0,
20110110.csv,legacy,1436,1267,169,0,0,
20110111.csv,legacy,1436,1276,160,0,0,
20110112.csv,legacy,1436,1278,158,0,0,
20110113.csv,legacy,1436,1280,156,0,0,
20110114.csv,legacy,1436,1260,176,0,0,
20110117.csv,legacy,1436,1253,183,0,0,
20110118.csv,legacy,1436,1263,173,0,0,
20110119.csv,legacy,1436,1275,161,0,0,
20110120.csv,legacy,1436,1260,176,0,0,
20110121.csv,legacy,1436,1279,157,0,0,
20110124.csv,legacy,1436,1264,172,0,0,
20110125.csv,legacy,1436,1245,191,0,0,
20110127.csv,legacy,1436,1239,197,0,0,
20110128.csv,legacy,1416,1246,170,0,0,
20110131.csv,legacy,1420,1231,189,0,0,
20110201.csv,legacy,1420,1246,174,0,0,
20110202.csv,legacy,1424,1245,179,0,0,
20110203.csv,legacy,1424,1243,181,0,0,
20110204.csv,legacy,1424,1228,196,0,0,
20110207.csv,legacy,1424,1248,176,0,0,
20110208.csv,legacy,1424,1245,179,0,0,
20110209.csv,legacy,1444,1257,187,0,0,
20110210.csv,legacy,1444,1262,182,0,0,
20110211.csv,legacy,1464,1269,195,0,0,
20110214.csv,legacy,1464,1269,195,0,0,
20110215.csv,legacy,1464,1278,186,0,0,
20110216.csv,legacy,1464,1267,197,0,0,
20110217.csv,legacy,1464,1267,197,0,0,
20110218.csv,legacy,1464,1259,205,0,0,
20110221.csv,legacy,1464,1272,192,0,0,
20110222.csv,legacy,1464,1264,200,0,0,
20110223.csv,legacy,1464,1261,203,0,0,
20110224.csv,legacy,1464,1244,220,0,0,
20110225.csv,legacy,1436,1272,164,0,0,
20110228.csv,legacy,1436,1248,188,0,0,
20110301.csv,legacy,1436,1249,187,0,0,
20110303.csv,legacy,1440,1270,170,0,0,
20110304.csv,legacy,1440,1241,199,0,0,
20110307.csv,legacy,1440,1248,192,0,0,
20110308.csv,legacy,1440,1252,188,0,0,
20110309.csv,legacy,1440,1257,183,0,0,
20110310.csv,legacy,1440,1264,176,0,0,
20110311.csv,legacy,1440,1261,179,0,0,
20110314.csv,legacy,1440,1253,187,0,0,
20110315.csv,legacy,1440,1260,180,0,0,
20110316.csv,legacy,1440,1269,171,0,0,
20110317.csv,legacy,1440,1224,216,0,0,
20110318.csv,legacy,1440,1255,185,0,0,
20110321.csv,legacy,1440,1245,195,0,0,
20110322.csv,legacy,1440,1239,201,0,0,
20110323.csv,legacy,1440,1242,198,0,0,
20110324.csv,legacy,1440,1255,185,0,0,
20110325.csv,legacy,1440,1236,204,0,0,
20110328.csv,legacy,1446,1242,204,0,0,
20110329.csv,legacy,1446,1240,206,0,0,
20110330.csv,legacy,1446,1234,212,0,0,
20110331.csv,legacy,1450,1213,237,0,0,
20110401.csv,legacy,1446,1295,151,0,0,
20110404.csv,legacy,1446,1281,165,0,0,
20110405.csv,legacy,1452,1295,157,0,0,
20110406.csv,legacy,1452,1288,164,0,0,
20110407.csv,legacy,1452,1292,160,0,0,
20110408.csv,legacy,1452,1294,158,0,0,
20110411.csv,legacy,1452,1300,152,0,0,
20110413.csv,legacy,1452,1294,158,0,0,
20110415.csv,legacy,1452,1297,155,0,0,
20110418.csv,legacy,1452,1284,168,0,0,
20110419.csv,legacy,1454,1286,168,0,0,
20110420.csv,legacy,1454,1279,175,0,0,
20110421.csv,legacy,1454,1285,169,0,0,
20110425.csv,legacy,1454,1275,179,0,0,
20110426.csv,legacy,1454,1277,177,0,0,
20110427.csv,legacy,1454,1277,177,0,0,
20110428.csv,legacy,1454,1259,195,0,0,
20110429.csv,legacy,1440,1245,195,0,0,
20110502.csv,legacy,1442,1288,154,0,0,
20110503.csv,legacy,1442,1275,167,0,0,
20110504.csv,legacy,1446,1278,168,0,0,
20110505.csv,legacy,1450,1273,177,0,0,
20110506.csv,legacy,1450,1291,159,0,0,
20110509.csv,legacy,1450,1304,146,0,0,
20110510.csv,legacy,1450,1297,153,0,0,
20110511.csv,legacy,1450,1311,139,0,0,
20110512.csv,legacy,1450,1290,160,0,0,
20110513.csv,legacy,1450,1280,170,0,0,
20110516.csv,legacy,1450,1267,183,0,0,
20110517.csv,legacy,1450,1264,186,0,0,
20110518.csv,legacy,1454,1285,169,0,0,
20110519.csv,legacy,1454,1289,165,0,0,
20110520.csv,legacy,1454,1273,181,0,0,
20110523.csv,legacy,1454,1268,186,0,0,
20110524.csv,legacy,1454,1266,188,0,0,
20110525.csv,legacy,1454,1270,184,0,0,
20110526.csv,legacy,1458,1265,193,0,0,
20110527.csv,legacy,1446,1295,151,0,0,
20110530.csv,legacy,1448,1299,149,0,0,
20110531.csv,legacy,1448,1268,180,0,0,
20110601.csv,legacy,1450,1290,160,0,0,
20110602.csv,legacy,1450,1296,154,0,0,
20110603.csv,legacy,1450,1286,164,0,0,
20110606.csv,legacy,1450,1289,161,0,0,
20110607.csv,legacy,1450,1290,160,0,0,
20110608.csv,legacy,1450,1298,152,0,0,
20110609.csv,legacy,1450,1291,159,0,0,
20110610.csv,legacy,1450,1289,161,0,0,
20110613.csv,legacy,1450,1290,160,0,0,
20110614.csv,legacy,1450,1290,160,0,0,
20110615.csv,legacy,1450,1284,166,0,0,
20110616.csv,legacy,1450,1262,188,0,0,
20110617.csv,legacy,1450,1274,176,0,0,
20110620.csv,legacy,1450,1274,176,0,0,
20110621.csv,legacy,1452,1263,189,0,0,
20110622.csv,legacy,1452,1268,184,0,0,
20110623.csv,legacy,1452,1259,193,0,0,
20110624.csv,legacy,1452,1245,207,0,0,
20110627.csv,legacy,1452,1231,221,0,0,
20110628.csv,legacy,1452,1236,216,0,0,
20110629.csv,legacy,1452,1220,232,0,0,
20110630.csv,legacy,1452,1200,252,0,0,
20110701.csv,legacy,1392,1230,162,0,0,
20110704.csv,legacy,1392,1237,155,0,0,
20110705.csv,legacy,1396,1245,151,0,0,
20110706.csv,legacy,1396,1243,153,0,0,
20110707.csv,legacy,1396,1230,166,0,0,
20110708.csv,legacy,1396,1242,154,0,0,
20110711.csv,legacy,1396,1234,162,0,0,
20110712.csv,legacy,1396,1232,164,0,0,
20110713.csv,legacy,1398,1241,157,0,0,
20110714.csv,legacy,1398,1236,162,0,0,
20110715.csv,legacy,1398,1235,163,0,0,
20110718.csv,legacy,1398,1248,150,0,0,
20110719.csv,legacy,1398,1229,169,0,0,
20110720.csv,legacy,1398,1219,179,0,0,
20110721.csv,legacy,1398,1231,167,0,0,
20110722.csv,legacy,1398,1227,171,0,0,
20110725.csv,legacy,1398,1223,175,0,0,
20110726.csv,legacy,1398,1209,189,0,0,
20110727.csv,legacy,1398,1203,195,0,0,
20110728.csv,legacy,1398,1200,198,0,0,
20110729.csv,legacy,1388,1215,173,0,0,
20110801.csv,legacy,1388,1224,164,0,0,
20110802.csv,legacy,1388,1225,163,0,0,
20110803.csv,legacy,1388,1222,166,0,0,
20110804.csv,legacy,1392,1226,166,0,0,
20110805.csv,legacy,1396,1217,179,0,0,
20110808.csv,legacy,1404,1219,185,0,0,
20110809.csv,legacy,1426,1226,200,0,0,
20110810.csv,legacy,1426,1237,189,0,0,
20110811.csv,legacy,1426,1236,190,0,0,
20110812.csv,legacy,1426,1235,191,0,0,
20110816.csv,legacy,1426,1231,195,0,0,
20110817.csv,legacy,1448,1253,195,0,0,
20110818.csv,legacy,1448,1245,203,0,0,
20110819.csv,legacy,1470,1243,227,0,0,
20110822.csv,legacy,1492,1262,230,0,0,
20110823.csv,legacy,1492,1274,218,0,0,
20110824.csv,legacy,1492,1253,239,0,0,
20110825.csv,legacy,1492,1261,231,0,0,
20110826.csv,legacy,1474,1277,197,0,0,
20110829.csv,legacy,1496,1290,206,0,0,
20110830.csv,legacy,1498,1262,236,0,0,
20110902.csv,legacy,1500,1303,197,0,0,
20110905.csv,legacy,1500,1309,191,0,0,
20110906.csv,legacy,1500,1290,210,0,0,
20110907.csv,legacy,1502,1297,205,0,0,
20110908.csv,legacy,1502,1301,201,0,0,
20110909.csv,legacy,1504,1275,229,0,0,
20110912.csv,legacy,1504,1289,215,0,0,
20110913.csv,legacy,1504,1288,216,0,0,
20110914.csv,legacy,1504,1307,197,0,0,
20110915.csv,legacy,1504,1294,210,0,0,
20110916.csv,legacy,1504,1289,215,0,0,
20110919.csv,legacy,1504,1303,201,0,0,
20110920.csv,legacy,1504,1286,218,0,0,
20110921.csv,legacy,1504,1288,216,0,0,
20110922.csv,legacy,1504,1284,220,0,0,
20110923.csv,legacy,1504,1288,216,0,0,
20110926.csv,legacy,1504,1271,233,0,0,
20110927.csv,legacy,1504,1264,240,0,0,
20110928.csv,legacy,1504,1272,232,0,0,
20110929.csv,legacy,1504,1259,245,0,0,
20110930.csv,legacy,1472,1291,181,0,0,
20111003.csv,legacy,1474,1306,168,0,0,
20111004.csv,legacy,1476,1306,170,0,0,
20111005.csv,legacy,1476,1299,177,0,0,
20111007.csv,legacy,1476,1301,175,0,0,
20111010.csv,legacy,1476,1297,179,0,0,
20111011.csv,legacy,1476,1288,188,0,0,
20111012.csv,legacy,1476,1294,182,0,0,
20111013.csv,legacy,1478,1288,190,0,0,
20111014.csv,legacy,1478,1291,187,0,0,
20111017.csv,legacy,1478,1300,178,0,0,
20111018.csv,legacy,1478,1290,188,0,0,
20111019.csv,legacy,1478,1279,199,0,0,
20111020.csv,legacy,1478,1278,200,0,0,
20111021.csv,legacy,1478,1283,195,0,0,
20111024.csv,legacy,1478,1278,200,0,0,
20111025.csv,legacy,1478,1274,204,0,0,
20111026.csv,legacy,1464,1327,137,0,0,
20111028.csv,legacy,1464,1285,179,0,0,
20111031.csv,legacy,1476,1290,186,0,0,
20111101.csv,legacy,1476,1309,167,0,0,
20111102.csv,legacy,1476,1312,164,0,0,
20111103.csv,legacy,1476,1307,169,0,0,
20111104.csv,legacy,1476,1311,165,0,0,
20111108.csv,legacy,1476,1306,170,0,0,
20111109.csv,legacy,1476,1311,165,0,0,
20111111.csv,legacy,1476,1302,174,0,0,
20111114.csv,legacy,1476,1306,170,0,0,
20111115.csv,legacy,1478,1291,187,0,0,
20111116.csv,legacy,1478,1292,186,0,0,
20111117.csv,legacy,1480,1288,192,0,0,
20111118.csv,legacy,1482,1281,201,0,0,
20111121.csv,legacy,1482,1278,204,0,0,
20111122.csv,legacy,1484,1278,206,0,0,
20111123.csv,legacy,1484,1265,219,0,0,
20111124.csv,legacy,1488,1261,227,0,0,
20111125.csv,legacy,1474,1291,183,0,0,
20111128.csv,legacy,1476,1289,187,0,0,
20111129.csv,legacy,1478,1287,191,0,0,
20111130.csv,legacy,1478,1274,204,0,0,
20111201.csv,legacy,1478,1276,202,0,0,
20111202.csv,legacy,1478,1267,211,0,0,
20111205.csv,legacy,1482,1298,184,0,0,
20111207.csv,legacy,1482,1287,195,0,0,
20111208.csv,legacy,1482,1274,208,0,0,
20111209.csv,legacy,1482,1278,204,0,0,
20111212.csv,legacy,1482,1284,198,0,0,
20111213.csv,legacy,1482,1272,210,0,0,
20111214.csv,legacy,1482,1290,192,0,0,
20111215.csv,legacy,1482,1274,208,0,0,
20111216.csv,legacy,1482,1268,214,0,0,
20111219.csv,legacy,1482,1269,213,0,0,
20111220.csv,legacy,1506,1297,209,0,0,
20111221.csv,legacy,1530,1309,221,0,0,
20111222.csv,legacy,1530,1301,229,0,0,
20111223.csv,legacy,1530,1303,227,0,0,
20111226.csv,legacy,1530,1303,227,0,0,
20111227.csv,legacy,1530,1300,230,0,0,
20111228.csv,legacy,1530,1285,245,0,0,
20111229.csv,legacy,1530,1271,259,0,0,
20111230.csv,legacy,1470,1273,197,0,0,
20120102.csv,legacy,1470,1295,175,0,0,
20120103.csv,legacy,1470,1273,197,0,0,
20120104.csv,legacy,1474,1300,174,0,0,
20120105.csv,legacy,1474,1298,176,0,0,
20120106.csv,legacy,1474,1287,187,0,0,
20120109.csv,legacy,1474,1297,177,0,0,
20120110.csv,legacy,1474,1286,188,0,0,
20120111.csv,legacy,1474,1286,188,0,0,
20120112.csv,legacy,1476,1302,174,0,0,
20120113.csv,legacy,1476,1295,181,0,0,
20120116.csv,legacy,1476,1298,178,0,0,
20120117.csv,legacy,1476,1286,190,0,0,
20120118.csv,legacy,1478,1284,194,0,0,
20120119.csv,legacy,1478,1287,191,0,0,
20120120.csv,legacy,1478,1282,196,0,0,
20120123.csv,legacy,1478,1280,198,0,0,
20120124.csv,legacy,1478,1250,228,0,0,
20120125.csv,legacy,1480,1253,227,0,0,
20120127.csv,legacy,1466,1303,163,0,0,
20120130.csv,legacy,1466,1291,175,0,0,
20120131.csv,legacy,1468,1281,187,0,0,
20120201.csv,legacy,1468,1291,177,0,0,
20120202.csv,legacy,1468,1291,177,0,0,
20120203.csv,legacy,1474,1289,185,0,0,
20120206.csv,legacy,1474,1283,191,0,0,
20120207.csv,legacy,1480,1298,182,0,0,
20120208.csv,legacy,1480,1298,182,0,0,
20120209.csv,legacy,1480,1292,188,0,0,
20120210.csv,legacy,1480,1309,171,0,0,
20120213.csv,legacy,1480,1306,174,0,0,
20120214.csv,legacy,1480,1297,183,0,0,
20120215.csv,legacy,1480,1282,198,0,0,
20120216.csv,legacy,1488,1294,194,0,0,
20120217.csv,legacy,1488,1283,205,0,0,
20120221.csv,legacy,1496,1286,210,0,0,
20120222.csv,legacy,1496,1276,220,0,0,
20120223.csv,legacy,1496,1273,223,0,0,
20120224.csv,legacy,1474,1293,181,0,0,
20120227.csv,legacy,1476,1282,194,0,0,
20120228.csv,legacy,1478,1289,189,0,0,
20120229.csv,legacy,1478,1273,205,0,0,
20120301.csv,legacy,1478,1282,196,0,0,
20120302.csv,legacy,1478,1290,188,0,0,
20120305.csv,legacy,1478,1284,194,0,0,
20120306.csv,legacy,1478,1270,208,0,0,
20120307.csv,legacy,1480,1272,208,0,0,
20120309.csv,legacy,1480,1278,202,0,0,
20120312.csv,legacy,1480,1289,191,0,0,
20120313.csv,legacy,1480,1271,209,0,0,
20120314.csv,legacy,1480,1259,221,0,0,
20120315.csv,legacy,1480,1273,207,0,0,
20120316.csv,legacy,1480,1275,205,0,0,
20120319.csv,legacy,1480,1266,214,0,0,
20120320.csv,legacy,1480,1260,220,0,0,
20120321.csv,legacy,1480,1260,220,0,0,
20120322.csv,legacy,1480,1262,218,0,0,
20120323.csv,legacy,1480,1248,232,0,0,
20120326.csv,legacy,1480,1255,225,0,0,
20120327.csv,legacy,1480,1264,216,0,0,
20120328.csv,legacy,1480,1247,233,0,0,
20120329.csv,legacy,1480,1240,240,0,0,
20120330.csv,legacy,1452,1277,175,0,0,
20120402.csv,legacy,1454,1290,164,0,0,
20120403.csv,legacy,1454,1284,170,0,0,
20120404.csv,legacy,1456,1285,171,0,0,
20120409.csv,legacy,1456,1278,178,0,0,
20120410.csv,legacy,1456,1277,179,0,0,
20120411.csv,legacy,1456,1273,183,0,0,
20120412.csv,legacy,1456,1283,173,0,0,
20120413.csv,legacy,1456,1271,185,0,0,
20120416.csv,legacy,1456,1286,170,0,0,
20120417.csv,legacy,1456,1276,180,0,0,
20120418.csv,legacy,1456,1275,181,0,0,
20120419.csv,legacy,1456,1272,184,0,0,
20120420.csv,legacy,1456,1266,190,0,0,
20120423.csv,legacy,1456,1273,183,0,0,
20120424.csv,legacy,1456,1267,189,0,0,
20120425.csv,legacy,1456,1270,186,0,0,
20120426.csv,legacy,1456,1264,192,0,0,
20120427.csv,legacy,1446,1296,150,0,0,
20120430.csv,legacy,1446,1291,155,0,0,
20120502.csv,legacy,1446,1279,167,0,0,
20120503.csv,legacy,1446,1285,161,0,0,
20120504.csv,legacy,1446,1282,164,0,0,
20120507.csv,legacy,1452,1283,169,0,0,
20120508.csv,legacy,1452,1281,171,0,0,
20120509.csv,legacy,1458,1292,166,0,0,
20120510.csv,legacy,1458,1305,153,0,0,
20120511.csv,legacy,1458,1303,155,0,0,
20120515.csv,legacy,1464,1309,155,0,0,
20120516.csv,legacy,1464,1300,164,0,0,
20120517.csv,legacy,1464,1307,157,0,0,
20120518.csv,legacy,1464,1291,173,0,0,
20120521.csv,legacy,1464,1295,169,0,0,
20120522.csv,legacy,1464,1291,173,0,0,
20120523.csv,legacy,1464,1272,192,0,0,
20120524.csv,legacy,1470,1285,185,0,0,
20120525.csv,legacy,1470,1292,178,0,0,
20120528.csv,legacy,1470,1281,189,0,0,
20120529.csv,legacy,1470,1282,188,0,0,
20120530.csv,legacy,1470,1268,202,0,0,
20120531.csv,legacy,1470,1246,224,0,0,
20120601.csv,legacy,1456,1286,170,0,0,
20120604.csv,legacy,1458,1270,188,0,0,
20120605.csv,legacy,1458,1280,178,0,0,
20120606.csv,legacy,1458,1268,190,0,0,
20120607.csv,legacy,1460,1268,192,0,0,
20120608.csv,legacy,1460,1273,187,0,0,
20120611.csv,legacy,1462,1262,200,0,0,
20120612.csv,legacy,1462,1266,196,0,0,
20120613.csv,legacy,1462,1286,176,0,0,
20120614.csv,legacy,1462,1269,193,0,0,
20120615.csv,legacy,1462,1271,191,0,0,
20120618.csv,legacy,1462,1259,203,0,0,
20120619.csv,legacy,1462,1271,191,0,0,
20120620.csv,legacy,1462,1271,191,0,0,
20120621.csv,legacy,1462,1255,207,0,0,
20120622.csv,legacy,1464,1271,193,0,0,
20120625.csv,legacy,1464,1255,209,0,0,
20120626.csv,legacy,1464,1252,212,0,0,
20120627.csv,legacy,1464,1251,213,0,0,
20120628.csv,legacy,1464,1246,218,0,0,
20120629.csv,legacy,1404,1233,171,0,0,
20120702.csv,legacy,1412,1257,155,0,0,
20120703.csv,legacy,1412,1248,164,0,0,
20120704.csv,legacy,1412,1242,170,0,0,
20120705.csv,legacy,1412,1239,173,0,0,
20120706.csv,legacy,1412,1249,163,0,0,
20120709.csv,legacy,1412,1251,161,0,0,
20120710.csv,legacy,1412,1241,171,0,0,
20120711.csv,legacy,1412,1246,166,0,0,
20120712.csv,legacy,1412,1242,170,0,0,
20120713.csv,legacy,1412,1249,163,0,0,
20120716.csv,legacy,1412,1236,176,0,0,
20120717.csv,legacy,1412,1241,171,0,0,
20120718.csv,legacy,1412,1238,174,0,0,
20120719.csv,legacy,1412,1230,182,0,0,
20120720.csv,legacy,1412,1229,183,0,0,
20120723.csv,legacy,1412,1215,197,0,0,
20120724.csv,legacy,1412,1224,188,0,0,
20120725.csv,legacy,1412,1219,193,0,0,
20120726.csv,legacy,1412,1209,203,0,0,
20120727.csv,legacy,1404,1241,163,0,0,
20120730.csv,legacy,1406,1246,160,0,0,
20120731.csv,legacy,1408,1233,175,0,0,
20120801.csv,legacy,1408,1244,164,0,0,
20120802.csv,legacy,1408,1261,147,0,0,
20120803.csv,legacy,1408,1253,155,0,0,
20120806.csv,legacy,1408,1246,162,0,0,
20120807.csv,legacy,1410,1245,165,0,0,
20120808.csv,legacy,1410,1240,170,0,0,
20120809.csv,legacy,1410,1241,169,0,0,
20120810.csv,legacy,1410,1260,150,0,0,
20120813.csv,legacy,1410,1248,162,0,0,
20120814.csv,legacy,1410,1225,185,0,0,
20120816.csv,legacy,1416,1242,174,0,0,
20120817.csv,legacy,1416,1238,178,0,0,
20120821.csv,legacy,1416,1221,195,0,0,
20120822.csv,legacy,1416,1227,189,0,0,
20120823.csv,legacy,1416,1221,195,0,0,
20120824.csv,legacy,1416,1218,198,0,0,
20120827.csv,legacy,1416,1220,196,0,0,
20120828.csv,legacy,1416,1219,197,0,0,
20120829.csv,legacy,1416,1220,196,0,0,
20120830.csv,legacy,1416,1204,212,0,0,
20120831.csv,legacy,1404,1207,197,0,0,
20120903.csv,legacy,1404,1227,177,0,0,
20120904.csv,legacy,1404,1215,189,0,0,
20120905.csv,legacy,1404,1219,185,0,0,
20120906.csv,legacy,1406,1217,189,0,0,
20120907.csv,legacy,1406,1214,192,0,0,
20120910.csv,legacy,1408,1231,177,0,0,
20120911.csv,legacy,1408,1219,189,0,0,
20120912.csv,legacy,1408,1211,197,0,0,
20120913.csv,legacy,1408,1225,183,0,0,
20120914.csv,legacy,1408,1203,205,0,0,
20120917.csv,legacy,1424,1211,213,0,0,
20120918.csv,legacy,1424,1231,193,0,0,
20120920.csv,legacy,1424,1232,192,0,0,
20120921.csv,legacy,1424,1206,218,0,0,
20120924.csv,legacy,1434,1228,206,0,0,
20120925.csv,legacy,1434,1221,213,0,0,
20120926.csv,legacy,1434,1211,223,0,0,
20120927.csv,legacy,1434,1207,227,0,0,
20120928.csv,legacy,1412,1209,203,0,0,
20121001.csv,legacy,1414,1238,176,0,0,
20121003.csv,legacy,1414,1239,175,0,0,
20121004.csv,legacy,1414,1226,188,0,0,
20121005.csv,legacy,1428,1251,177,0,0,
20121008.csv,legacy,1428,1251,177,0,0,
20121009.csv,legacy,1428,1251,177,0,0,
20121010.csv,legacy,1428,1246,182,0,0,
20121011.csv,legacy,1428,1244,184,0,0,
20121012.csv,legacy,1428,1237,191,0,0,
20121015.csv,legacy,1428,1261,167,0,0,
20121016.csv,legacy,1428,1247,181,0,0,
20121017.csv,legacy,1428,1243,185,0,0,
20121018.csv,legacy,1428,1237,191,0,0,
20121019.csv,legacy,1428,1237,191,0,0,
20121022.csv,legacy,1428,1230,198,0,0,
20121023.csv,legacy,1428,1229,199,0,0,
20121025.csv,legacy,1428,1236,192,0,0,
20121026.csv,legacy,1412,1250,162,0,0,
20121029.csv,legacy,1412,1258,154,0,0,
20121030.csv,legacy,1412,1242,170,0,0,
20121031.csv,legacy,1414,1242,172,0,0,
20121101.csv,legacy,1414,1264,150,0,0,
20121102.csv,legacy,1414,1250,164,0,0,
20121105.csv,legacy,1414,1258,156,0,0,
20121106.csv,legacy,1414,1247,167,0,0,
20121107.csv,legacy,1414,1236,178,0,0,
20121108.csv,legacy,1416,1259,157,0,0,
20121109.csv,legacy,1416,1250,166,0,0,
20121112.csv,legacy,1416,1251,165,0,0,
20121113.csv,legacy,1416,1277,139,0,0,
20121115.csv,legacy,1416,1247,169,0,0,
20121116.csv,legacy,1416,1243,173,0,0,
20121119.csv,legacy,1416,1250,166,0,0,
20121120.csv,legacy,1416,1239,177,0,0,
20121121.csv,legacy,1416,1248,168,0,0,
20121122.csv,legacy,1416,1238,178,0,0,
20121123.csv,legacy,1416,1240,176,0,0,
20121126.csv,legacy,1416,1240,176,0,0,
20121127.csv,legacy,1416,1217,199,0,0,
20121129.csv,legacy,1416,1207,209,0,0,
20121130.csv,legacy,1404,1216,188,0,0,
20121203.csv,legacy,1418,1255,163,0,0,
20121204.csv,legacy,1418,1255,163,0,0,
20121205.csv,legacy,1418,1243,175,0,0,
20121206.csv,legacy,1418,1241,177,0,0,
20121207.csv,legacy,1418,1239,179,0,0,
20121210.csv,legacy,1418,1240,178,0,0,
